PORTFOLIO,INITIAL_INVESTMENT_STOCKS
PG,200.0
GS,200.0
HD,200.0
DMC,200.0
TCA,200.0
HD,12857.142857142857
KRM,12857.142857142857
PG,12857.142857142857
GMNA,12857.142857142857
AB,12857.142857142857
JJN,12857.142857142857
MZNA,12857.142857142857
EG,29333.333333333332
FWC,29333.333333333332
GMNA,29333.333333333332
AB,250000.0
NEK,250000.0
MMM,250000.0
MPJ,250000.0
LTSA,5000.0
JJN,5000.0
MMM,5000.0
PEP,5000.0
MTFS,5000.0
SM,5000.0
EG,5000.0
MPJ,5000.0
SM,714.2857142857143
TWM,714.2857142857143
OCST,714.2857142857143
KRM,714.2857142857143
NEK,714.2857142857143
EG,714.2857142857143
MPJ,714.2857142857143
GS,24250.0
TWM,24250.0
MMM,24250.0
PG,24250.0
AB,1375.0
ALPA,1375.0
EG,1375.0
ONH,1375.0
NTIC,1375.0
FWC,1375.0
PG,1375.0
MZNA,1375.0
KRM,9800.0
NEK,9800.0
DMC,9800.0
ONH,9800.0
MZNA,9800.0
MPJ,333333.3333333333
PG,333333.3333333333
OOGGL,333333.3333333333
CCSO,6125.0
HD,6125.0
KRM,6125.0
ONH,6125.0
MPJ,6125.0
GS,6125.0
MTFS,6125.0
MZNA,6125.0
NTIC,32333.333333333332
TWM,32333.333333333332
ABC,32333.333333333332
FWC,13333.333333333334
MTFS,13333.333333333334
CCSO,13333.333333333334
FWC,16166.666666666666
JJN,16166.666666666666
EG,16166.666666666666
HD,16166.666666666666
AB,16166.666666666666
PG,16166.666666666666
JJN,10000.0
KRM,10000.0
EPF,10000.0
TWM,10000.0
FWC,11250.0
HD,11250.0
JJN,11250.0
AB,11250.0
PG,29333.333333333332
CCSO,29333.333333333332
EPF,29333.333333333332
GMNA,26666.666666666668
DMC,26666.666666666668
MMM,26666.666666666668
OOGGL,44000.0
TCA,44000.0
SM,12250.0
MMM,12250.0
HD,12250.0
ALPA,12250.0
TWM,1250.0
CCSO,1250.0
MPJ,1250.0
GS,1250.0
EG,10000.0
MPJ,10000.0
OK,10000.0
DMC,10000.0
OCST,10000.0
PEP,10000.0
GMNA,10000.0
FWC,10000.0
AB,10000.0
MZNA,333333.3333333333
MTFS,333333.3333333333
ONH,333333.3333333333
TCA,8000.0
LTSA,8000.0
CCSO,8000.0
OCST,8000.0
EPF,8000.0
SM,2500.0
PEP,2500.0
DMC,2500.0
TWM,2500.0
GMNA,125.0
DMC,125.0
NTIC,125.0
OOGGL,125.0
PEP,125.0
EG,125.0
HD,125.0
OK,125.0
NTIC,13750.0
NEK,13750.0
ABC,13750.0
OK,13750.0
ONH,1571.4285714285713
MPJ,1571.4285714285713
FWC,1571.4285714285713
AB,1571.4285714285713
OOGGL,1571.4285714285713
CCSO,1571.4285714285713
HD,1571.4285714285713
MPJ,5000.0
OCST,5000.0
JJN,5000.0
GMNA,5000.0
LTSA,5000.0
ALPA,5000.0
DMC,5000.0
OOGGL,5000.0
ONH,15000.0
OK,15000.0
AB,15000.0
PEP,333333.3333333333
ABC,333333.3333333333
MZNA,333333.3333333333
EPF,11250.0
MMM,11250.0
OCST,11250.0
MPJ,11250.0
KRM,11250.0
EPF,11250.0
EG,11250.0
ALPA,11250.0
ABT,11250.0
NTIC,11250.0
HD,11250.0
FWC,11250.0
CCSO,333.3333333333333
NEK,333.3333333333333
GMNA,333.3333333333333
NEK,9857.142857142857
MZNA,9857.142857142857
TCA,9857.142857142857
MPJ,9857.142857142857
OOGGL,9857.142857142857
SM,9857.142857142857
FWC,9857.142857142857
JJN,1250.0
MZNA,1250.0
OK,1250.0
HD,1250.0
TCA,1250.0
DMC,1250.0
CCSO,1250.0
ONH,1250.0
GMNA,250000.0
ONH,250000.0
SM,250000.0
FWC,250000.0
OK,11428.57142857143
EG,11428.57142857143
SM,11428.57142857143
GS,11428.57142857143
CCSO,11428.57142857143
HD,11428.57142857143
ALPA,11428.57142857143
HD,2500.0
MMM,2500.0
PG,2500.0
MZNA,2500.0
MMM,1833.3333333333333
TCA,1833.3333333333333
MZNA,1833.3333333333333
ABC,1833.3333333333333
TWM,1833.3333333333333
MPJ,1833.3333333333333
DMC,1428.5714285714287
MZNA,1428.5714285714287
ALPA,1428.5714285714287
TWM,1428.5714285714287
FWC,1428.5714285714287
TCA,1428.5714285714287
NTIC,1428.5714285714287
ONH,2500.0
TWM,2500.0
JJN,2500.0
TCA,2500.0
FWC,15000.0
JJN,15000.0
ALPA,15000.0
OK,40000.0
MMM,40000.0
GMNA,5714.285714285715
GS,5714.285714285715
MZNA,5714.285714285715
OCST,5714.285714285715
LTSA,5714.285714285715
PEP,5714.285714285715
PG,5714.285714285715
NEK,1222.2222222222222
ONH,1222.2222222222222
MTFS,1222.2222222222222
MZNA,1222.2222222222222
OK,1222.2222222222222
PEP,1222.2222222222222
JJN,1222.2222222222222
ABT,1222.2222222222222
MMM,1222.2222222222222
ALPA,500000.0
PEP,500000.0
KRM,1833.3333333333333
NTIC,1833.3333333333333
MPJ,1833.3333333333333
SM,1833.3333333333333
ABC,1833.3333333333333
LTSA,1833.3333333333333
MPJ,23000.0
NTIC,23000.0
NEK,23000.0
AB,30000.0
ABT,30000.0
FWC,30000.0
KRM,166666.66666666666
ONH,166666.66666666666
PEP,166666.66666666666
MMM,166666.66666666666
MZNA,166666.66666666666
TCA,166666.66666666666
HD,7857.142857142857
EG,7857.142857142857
PG,7857.142857142857
GS,7857.142857142857
SM,7857.142857142857
ABT,7857.142857142857
OOGGL,7857.142857142857
TCA,11500.0
KRM,11500.0
PG,11500.0
HD,11500.0
LTSA,11500.0
TWM,11500.0
KRM,500.0
MMM,500.0
MTFS,40000.0
EG,40000.0
OK,45000.0
PG,45000.0
GS,24250.0
HD,24250.0
GMNA,24250.0
MTFS,24250.0
LTSA,2500.0
NTIC,2500.0
MZNA,2500.0
NEK,2500.0
AB,555.5555555555555
MZNA,555.5555555555555
NEK,555.5555555555555
CCSO,555.5555555555555
PEP,555.5555555555555
NTIC,555.5555555555555
PG,555.5555555555555
MPJ,555.5555555555555
ALPA,555.5555555555555
ALPA,1000.0
KRM,1000.0
EG,1000.0
NEK,1000.0
MMM,1000.0
HD,2750.0
DMC,2750.0
PEP,2750.0
OCST,2750.0
MTFS,1000.0
ALPA,1000.0
KRM,1000.0
HD,1000.0
GMNA,1000.0
KRM,333333.3333333333
ABC,333333.3333333333
ONH,333333.3333333333
HD,142857.14285714287
AB,142857.14285714287
EG,142857.14285714287
KRM,142857.14285714287
JJN,142857.14285714287
MZNA,142857.14285714287
TWM,142857.14285714287
NTIC,5444.444444444444
MZNA,5444.444444444444
MMM,5444.444444444444
KRM,5444.444444444444
GMNA,5444.444444444444
EG,5444.444444444444
DMC,5444.444444444444
ONH,5444.444444444444
PEP,5444.444444444444
NEK,1666.6666666666667
ABT,1666.6666666666667
ABC,1666.6666666666667
ALPA,1666.6666666666667
LTSA,1666.6666666666667
HD,1666.6666666666667
DMC,3666.6666666666665
MZNA,3666.6666666666665
NTIC,3666.6666666666665
HD,44000.0
DMC,44000.0
FWC,6111.111111111111
GMNA,6111.111111111111
NTIC,6111.111111111111
DMC,6111.111111111111
MTFS,6111.111111111111
EG,6111.111111111111
MZNA,6111.111111111111
TCA,6111.111111111111
KRM,6111.111111111111
ONH,17250.0
MZNA,17250.0
SM,17250.0
HD,17250.0
KRM,18000.0
JJN,18000.0
HD,18000.0
MZNA,18000.0
PG,18000.0
PG,200.0
EG,200.0
PEP,200.0
EPF,200.0
ONH,200.0
EG,2200.0
NTIC,2200.0
OK,2200.0
TWM,2200.0
OCST,2200.0
DMC,12500.0
NEK,12500.0
ALPA,12500.0
KRM,12500.0
TWM,20000.0
KRM,20000.0
PEP,20000.0
TCA,20000.0
ABC,13333.333333333334
AB,13333.333333333334
DMC,13333.333333333334
PEP,13333.333333333334
HD,13333.333333333334
MMM,13333.333333333334
MMM,333333.3333333333
FWC,333333.3333333333
HD,333333.3333333333
ABT,24250.0
OOGGL,24250.0
DMC,24250.0
PEP,24250.0
MPJ,13333.333333333334
OK,13333.333333333334
CCSO,13333.333333333334
TWM,13333.333333333334
ABC,13333.333333333334
ALPA,13333.333333333334
EG,22500.0
NTIC,22500.0
GMNA,333.3333333333333
OOGGL,333.3333333333333
TCA,333.3333333333333
DMC,11000.0
AB,11000.0
FWC,11000.0
OK,11000.0
ONH,11000.0
ABT,22500.0
EPF,22500.0
ABC,8000.0
FWC,8000.0
JJN,8000.0
TWM,8000.0
CCSO,8000.0
MTFS,8625.0
NEK,8625.0
TCA,8625.0
LTSA,8625.0
OCST,8625.0
ABT,8625.0
HD,8625.0
PEP,8625.0
GMNA,11500.0
ABC,11500.0
MTFS,11500.0
LTSA,11500.0
ABT,11500.0
ONH,11500.0
ONH,24250.0
OOGGL,24250.0
HD,24250.0
KRM,24250.0
HD,11500.0
NTIC,11500.0
OK,11500.0
MTFS,11500.0
ABT,11500.0
CCSO,11500.0
GS,11428.57142857143
NEK,11428.57142857143
NTIC,11428.57142857143
TWM,11428.57142857143
SM,11428.57142857143
FWC,11428.57142857143
LTSA,11428.57142857143
SM,8000.0
AB,8000.0
OCST,8000.0
EPF,8000.0
GS,8000.0
TWM,10000.0
EG,10000.0
ABT,10000.0
CCSO,10000.0
ABT,9166.666666666666
DMC,9166.666666666666
SM,9166.666666666666
AB,9166.666666666666
PG,9166.666666666666
MTFS,9166.666666666666
TCA,17600.0
ALPA,17600.0
FWC,17600.0
OOGGL,17600.0
PEP,17600.0
GMNA,13857.142857142857
OK,13857.142857142857
TWM,13857.142857142857
SM,13857.142857142857
LTSA,13857.142857142857
MZNA,13857.142857142857
JJN,13857.142857142857
ALPA,22500.0
PG,22500.0
MTFS,22500.0
FWC,22500.0
OCST,24250.0
OOGGL,24250.0
JJN,24250.0
ALPA,24250.0
LTSA,24250.0
GMNA,24250.0
ABC,24250.0
FWC,24250.0
MZNA,17250.0
EPF,17250.0
MMM,17250.0
MTFS,17250.0
EG,142.85714285714286
DMC,142.85714285714286
SM,142.85714285714286
TCA,142.85714285714286
ONH,142.85714285714286
MPJ,142.85714285714286
NEK,142.85714285714286
AB,200000.0
JJN,200000.0
EPF,200000.0
ALPA,200000.0
OK,200000.0
AB,3666.6666666666665
TWM,3666.6666666666665
ONH,3666.6666666666665
MZNA,22500.0
ONH,22500.0
GS,7857.142857142857
NTIC,7857.142857142857
TCA,7857.142857142857
PEP,7857.142857142857
FWC,7857.142857142857
MPJ,7857.142857142857
NEK,7857.142857142857
MMM,22500.0
OCST,22500.0
NEK,22500.0
TCA,22500.0
MPJ,13333.333333333334
ALPA,13333.333333333334
CCSO,13333.333333333334
KRM,125000.0
AB,125000.0
PG,125000.0
GS,125000.0
ABT,125000.0
EPF,125000.0
CCSO,125000.0
PEP,125000.0
TCA,9800.0
ALPA,9800.0
MZNA,9800.0
GS,9800.0
PG,9800.0
AB,24250.0
HD,24250.0
PEP,24250.0
EPF,24250.0
OOGGL,29333.333333333332
DMC,29333.333333333332
ALPA,29333.333333333332
TCA,7500.0
GMNA,7500.0
OCST,7500.0
CCSO,7500.0
MPJ,7500.0
HD,7500.0
OCST,22500.0
HD,22500.0
GMNA,22500.0
LTSA,22500.0
AB,16000.0
ABC,16000.0
ABT,16000.0
GS,16000.0
MTFS,16000.0
GS,13333.333333333334
MMM,13333.333333333334
LTSA,13333.333333333334
TWM,13333.333333333334
NTIC,13333.333333333334
JJN,13333.333333333334
NEK,2000.0
CCSO,2000.0
TWM,2000.0
JJN,2000.0
EG,2000.0
GS,26666.666666666668
DMC,26666.666666666668
MTFS,26666.666666666668
PEP,166666.66666666666
HD,166666.66666666666
GS,166666.66666666666
PG,166666.66666666666
EG,166666.66666666666
TCA,166666.66666666666
OOGGL,10777.777777777777
LTSA,10777.777777777777
ALPA,10777.777777777777
EPF,10777.777777777777
EG,10777.777777777777
ABT,10777.777777777777
NTIC,10777.777777777777
MMM,10777.777777777777
GMNA,10777.777777777777
OOGGL,1000.0
FWC,1000.0
AB,1000.0
TWM,1000.0
ONH,1000.0
MZNA,5714.285714285715
EPF,5714.285714285715
EG,5714.285714285715
TWM,5714.285714285715
MTFS,5714.285714285715
AB,5714.285714285715
TCA,5714.285714285715
SM,200.0
MMM,200.0
OOGGL,200.0
ONH,200.0
ALPA,200.0
SM,10000.0
PG,10000.0
NTIC,10000.0
OK,10000.0
ABT,10000.0
ALPA,12125.0
ABT,12125.0
ABC,12125.0
PG,12125.0
TCA,12125.0
EG,12125.0
FWC,12125.0
PEP,12125.0
MMM,8000.0
JJN,8000.0
MPJ,8000.0
OK,8000.0
ABT,8000.0
MMM,833.3333333333334
NTIC,833.3333333333334
SM,833.3333333333334
JJN,833.3333333333334
OOGGL,833.3333333333334
EPF,833.3333333333334
AB,2500.0
OOGGL,2500.0
EPF,2500.0
EG,2500.0
EPF,10000.0
LTSA,10000.0
MPJ,10000.0
SM,10000.0
CCSO,11250.0
OCST,11250.0
DMC,11250.0
LTSA,11250.0
SM,13333.333333333334
LTSA,13333.333333333334
MPJ,13333.333333333334
TWM,2750.0
PEP,2750.0
MPJ,2750.0
OCST,2750.0
ABT,11250.0
HD,11250.0
TCA,11250.0
CCSO,11250.0
HD,2000.0
DMC,2000.0
EPF,2000.0
MTFS,2000.0
CCSO,2000.0
DMC,8000.0
ABT,8000.0
MMM,8000.0
NEK,8000.0
OCST,8000.0
FWC,15000.0
ABC,15000.0
ONH,15000.0
LTSA,15000.0
OCST,15000.0
EG,15000.0
KRM,8333.333333333334
LTSA,8333.333333333334
GMNA,8333.333333333334
MMM,8333.333333333334
PG,8333.333333333334
NTIC,8333.333333333334
EPF,250000.0
KRM,250000.0
ALPA,250000.0
MTFS,250000.0
LTSA,18333.333333333332
FWC,18333.333333333332
JJN,18333.333333333332
JJN,11000.0
ABC,11000.0
OOGGL,11000.0
NTIC,11000.0
PG,11000.0
MPJ,11000.0
HD,11000.0
KRM,11000.0
MMM,3333.3333333333335
OK,3333.3333333333335
HD,3333.3333333333335
NTIC,16333.333333333334
FWC,16333.333333333334
MPJ,16333.333333333334
FWC,2200.0
OCST,2200.0
NEK,2200.0
GMNA,2200.0
MZNA,2200.0
NEK,1833.3333333333333
OCST,1833.3333333333333
MTFS,1833.3333333333333
MZNA,1833.3333333333333
SM,1833.3333333333333
KRM,1833.3333333333333
GMNA,8000.0
AB,8000.0
EG,8000.0
PG,8000.0
PEP,8000.0
NTIC,14666.666666666666
EG,14666.666666666666
MPJ,14666.666666666666
MMM,14666.666666666666
NEK,14666.666666666666
ABC,14666.666666666666
AB,34500.0
HD,34500.0
MPJ,15000.0
KRM,15000.0
MTFS,15000.0
EG,15000.0
TWM,15000.0
GMNA,15000.0
NEK,500000.0
MMM,500000.0
GMNA,333.3333333333333
JJN,333.3333333333333
EPF,333.3333333333333
NEK,15000.0
EG,15000.0
OOGGL,15000.0
CCSO,5000.0
ONH,5000.0
TWM,5000.0
SM,5000.0
PEP,5000.0
EG,5000.0
OOGGL,5000.0
DMC,5000.0
CCSO,1000.0
TWM,1000.0
LTSA,1000.0
HD,1000.0
TCA,1000.0
KRM,3666.6666666666665
ONH,3666.6666666666665
SM,3666.6666666666665
OCST,20000.0
KRM,20000.0
SM,11000.0
KRM,11000.0
OCST,11000.0
NEK,11000.0
NTIC,11000.0
MPJ,6111.111111111111
NEK,6111.111111111111
EG,6111.111111111111
ABC,6111.111111111111
PG,6111.111111111111
MZNA,6111.111111111111
TWM,6111.111111111111
SM,6111.111111111111
OCST,6111.111111111111
MZNA,9857.142857142857
EG,9857.142857142857
CCSO,9857.142857142857
TWM,9857.142857142857
DMC,9857.142857142857
MMM,9857.142857142857
NEK,9857.142857142857
TWM,11250.0
ABT,11250.0
AB,11250.0
EG,11250.0
OK,11250.0
MPJ,11250.0
KRM,11250.0
HD,11250.0
MPJ,2200.0
ALPA,2200.0
DMC,2200.0
FWC,2200.0
PG,2200.0
PG,10000.0
MMM,10000.0
MPJ,10000.0
ONH,10000.0
SM,10000.0
MTFS,11250.0
EPF,11250.0
OCST,11250.0
SM,11250.0
GS,27500.0
EG,27500.0
OK,9777.777777777777
GS,9777.777777777777
TCA,9777.777777777777
OOGGL,9777.777777777777
KRM,9777.777777777777
FWC,9777.777777777777
MPJ,9777.777777777777
JJN,9777.777777777777
HD,9777.777777777777
GMNA,18000.0
CCSO,18000.0
AB,18000.0
ONH,18000.0
HD,18000.0
SM,11428.57142857143
OK,11428.57142857143
FWC,11428.57142857143
TCA,11428.57142857143
ABC,11428.57142857143
NTIC,11428.57142857143
PG,11428.57142857143
MMM,1666.6666666666667
ONH,1666.6666666666667
ABC,1666.6666666666667
OK,34500.0
GMNA,34500.0
GMNA,30000.0
TCA,30000.0
PG,30000.0
MPJ,12250.0
ONH,12250.0
LTSA,12250.0
MMM,12250.0
MZNA,20000.0
OCST,20000.0
ABC,20000.0
SM,20000.0
OOGGL,8333.333333333334
ONH,8333.333333333334
MMM,8333.333333333334
ABT,8333.333333333334
KRM,8333.333333333334
MZNA,8333.333333333334
SM,20000.0
TWM,20000.0
OOGGL,200000.0
PEP,200000.0
NTIC,200000.0
MZNA,200000.0
EPF,200000.0
TCA,10000.0
LTSA,10000.0
NTIC,10000.0
PG,10000.0
GS,10000.0
OOGGL,12250.0
MPJ,12250.0
TWM,12250.0
MTFS,12250.0
MMM,12500.0
EPF,12500.0
HD,12500.0
NEK,12500.0
PEP,22000.0
MTFS,22000.0
DMC,22000.0
OOGGL,22000.0
JJN,1000.0
SM,1000.0
PG,1000.0
TWM,1000.0
MPJ,1000.0
MMM,166.66666666666666
CCSO,166.66666666666666
OK,166.66666666666666
GMNA,166.66666666666666
ABC,166.66666666666666
OOGGL,166.66666666666666
OOGGL,26666.666666666668
OK,26666.666666666668
TWM,26666.666666666668
LTSA,1666.6666666666667
MMM,1666.6666666666667
FWC,1666.6666666666667
ONH,1666.6666666666667
PG,1666.6666666666667
NEK,1666.6666666666667
NEK,12500.0
JJN,12500.0
KRM,12500.0
PEP,12500.0
SM,11250.0
ABC,11250.0
NTIC,11250.0
FWC,11250.0
ABT,7500.0
GMNA,7500.0
ONH,7500.0
OK,7500.0
AB,7500.0
OOGGL,7500.0
ALPA,1833.3333333333333
MMM,1833.3333333333333
LTSA,1833.3333333333333
FWC,1833.3333333333333
ONH,1833.3333333333333
HD,1833.3333333333333
MPJ,10000.0
OOGGL,10000.0
NEK,10000.0
DMC,10000.0
MMM,250.0
OCST,250.0
SM,250.0
AB,250.0
SM,2500.0
OOGGL,2500.0
ABT,12250.0
OK,12250.0
AB,12250.0
HD,12250.0
ABC,3333.3333333333335
MTFS,3333.3333333333335
AB,3333.3333333333335
KRM,20000.0
NEK,20000.0
OK,20000.0
PEP,20000.0
JJN,500000.0
KRM,500000.0
KRM,7000.0
MMM,7000.0
AB,7000.0
FWC,7000.0
PG,7000.0
MZNA,7000.0
HD,7000.0
CCSO,23000.0
PG,23000.0
MZNA,23000.0
ALPA,7857.142857142857
DMC,7857.142857142857
JJN,7857.142857142857
EG,7857.142857142857
MPJ,7857.142857142857
MMM,7857.142857142857
PG,7857.142857142857
MTFS,2000.0
SM,2000.0
MZNA,2000.0
NEK,2000.0
GS,2000.0
OOGGL,22000.0
MTFS,22000.0
TWM,22000.0
PEP,22000.0
PG,23000.0
LTSA,23000.0
HD,23000.0
DMC,17250.0
PG,17250.0
ALPA,17250.0
TWM,17250.0
ABC,10000.0
TWM,10000.0
MTFS,10000.0
PEP,10000.0
LTSA,10000.0
FWC,6666.666666666667
OOGGL,6666.666666666667
EPF,6666.666666666667
ABT,6666.666666666667
GS,6666.666666666667
JJN,6666.666666666667
JJN,8166.666666666667
GS,8166.666666666667
HD,8166.666666666667
SM,8166.666666666667
MZNA,8166.666666666667
AB,8166.666666666667
TCA,2500.0
JJN,2500.0
OK,166666.66666666666
TWM,166666.66666666666
FWC,166666.66666666666
EPF,166666.66666666666
TCA,166666.66666666666
CCSO,166666.66666666666
ABC,10777.777777777777
MZNA,10777.777777777777
OOGGL,10777.777777777777
JJN,10777.777777777777
GS,10777.777777777777
OK,10777.777777777777
KRM,10777.777777777777
DMC,10777.777777777777
MTFS,10777.777777777777
GS,2000.0
EG,2000.0
ALPA,2000.0
MPJ,2000.0
TCA,2000.0
PEP,1666.6666666666667
NEK,1666.6666666666667
ONH,1666.6666666666667
MZNA,1666.6666666666667
SM,1666.6666666666667
GS,1666.6666666666667
OCST,40000.0
ABT,40000.0
MPJ,8166.666666666667
CCSO,8166.666666666667
OK,8166.666666666667
AB,8166.666666666667
MMM,8166.666666666667
FWC,8166.666666666667
JJN,333.3333333333333
FWC,333.3333333333333
ABC,333.3333333333333
GS,3333.3333333333335
MZNA,3333.3333333333335
TWM,3333.3333333333335
LTSA,10000.0
MTFS,10000.0
MMM,10000.0
OCST,10000.0
PEP,10000.0
MTFS,10000.0
AB,10000.0
ONH,10000.0
ABC,10000.0
GS,10000.0
OK,10000.0
EPF,10000.0
MPJ,12857.142857142857
SM,12857.142857142857
LTSA,12857.142857142857
PG,12857.142857142857
NEK,12857.142857142857
EG,12857.142857142857
MZNA,12857.142857142857
PG,9800.0
OOGGL,9800.0
EPF,9800.0
EG,9800.0
LTSA,9800.0
TWM,10777.777777777777
FWC,10777.777777777777
PG,10777.777777777777
ABT,10777.777777777777
LTSA,10777.777777777777
MZNA,10777.777777777777
OOGGL,10777.777777777777
NTIC,10777.777777777777
MMM,10777.777777777777
DMC,13857.142857142857
FWC,13857.142857142857
HD,13857.142857142857
MTFS,13857.142857142857
OK,13857.142857142857
OCST,13857.142857142857
SM,13857.142857142857
ABT,10000.0
OK,10000.0
ALPA,10000.0
EG,10000.0
LTSA,10000.0
TWM,24500.0
PEP,24500.0
MTFS,5000.0
MMM,5000.0
TCA,5000.0
SM,5000.0
PEP,5000.0
GS,5000.0
ABT,5000.0
KRM,5000.0
FWC,6428.571428571428
AB,6428.571428571428
PEP,6428.571428571428
JJN,6428.571428571428
EPF,6428.571428571428
MTFS,6428.571428571428
GMNA,6428.571428571428
AB,10000.0
OCST,10000.0
CCSO,10000.0
MPJ,10000.0
MZNA,10000.0
DMC,10000.0
EPF,10000.0
GS,10000.0
AB,10000.0
NTIC,10000.0
FWC,10000.0
TCA,10000.0
NEK,10000.0
OOGGL,125000.0
TCA,125000.0
PEP,125000.0
FWC,125000.0
ABC,125000.0
ONH,125000.0
LTSA,125000.0
MZNA,125000.0
EG,1375.0
NTIC,1375.0
JJN,1375.0
FWC,1375.0
GMNA,1375.0
OK,1375.0
MTFS,1375.0
EPF,1375.0
MTFS,29333.333333333332
EG,29333.333333333332
LTSA,29333.333333333332
LTSA,2500.0
OOGGL,2500.0
MMM,13333.333333333334
OOGGL,13333.333333333334
NTIC,13333.333333333334
PEP,13333.333333333334
KRM,13333.333333333334
GMNA,13333.333333333334
ABC,30000.0
ABT,30000.0
AB,30000.0
MZNA,17250.0
GS,17250.0
PEP,17250.0
GMNA,17250.0
GMNA,30000.0
MTFS,30000.0
CCSO,30000.0
HD,714.2857142857143
NTIC,714.2857142857143
MMM,714.2857142857143
TWM,714.2857142857143
ABT,714.2857142857143
OOGGL,714.2857142857143
KRM,714.2857142857143
PEP,17250.0
LTSA,17250.0
MZNA,17250.0
PG,17250.0
OOGGL,15000.0
MMM,15000.0
GS,15000.0
AB,26666.666666666668
MZNA,26666.666666666668
LTSA,26666.666666666668
TWM,13750.0
OCST,13750.0
PG,13750.0
MZNA,13750.0
JJN,8166.666666666667
ALPA,8166.666666666667
KRM,8166.666666666667
OCST,8166.666666666667
TWM,8166.666666666667
FWC,8166.666666666667
OK,111111.11111111111
PEP,111111.11111111111
ONH,111111.11111111111
ABT,111111.11111111111
NEK,111111.11111111111
CCSO,111111.11111111111
MPJ,111111.11111111111
OOGGL,111111.11111111111
OCST,111111.11111111111
MTFS,333333.3333333333
ABT,333333.3333333333
MPJ,333333.3333333333
ONH,1111.111111111111
FWC,1111.111111111111
SM,1111.111111111111
MTFS,1111.111111111111
TCA,1111.111111111111
MPJ,1111.111111111111
LTSA,1111.111111111111
EG,1111.111111111111
HD,1111.111111111111
ABC,1666.6666666666667
ABT,1666.6666666666667
TCA,1666.6666666666667
MZNA,200000.0
ABT,200000.0
PEP,200000.0
HD,200000.0
SM,200000.0
JJN,9166.666666666666
TCA,9166.666666666666
ONH,9166.666666666666
LTSA,9166.666666666666
NTIC,9166.666666666666
PG,9166.666666666666
DMC,27500.0
SM,27500.0
GS,833.3333333333334
EPF,833.3333333333334
MZNA,833.3333333333334
AB,833.3333333333334
CCSO,833.3333333333334
GMNA,833.3333333333334
ABT,6111.111111111111
EPF,6111.111111111111
PEP,6111.111111111111
JJN,6111.111111111111
GS,6111.111111111111
OCST,6111.111111111111
TWM,6111.111111111111
FWC,6111.111111111111
CCSO,6111.111111111111
DMC,8166.666666666667
KRM,8166.666666666667
MTFS,8166.666666666667
LTSA,8166.666666666667
ABT,8166.666666666667
OK,8166.666666666667
TCA,2200.0
PEP,2200.0
FWC,2200.0
MZNA,2200.0
ALPA,2200.0
HD,16666.666666666668
OK,16666.666666666668
TWM,16666.666666666668
PEP,13333.333333333334
EPF,13333.333333333334
TCA,13333.333333333334
ABC,13333.333333333334
DMC,13333.333333333334
MTFS,13333.333333333334
MTFS,333.3333333333333
EPF,333.3333333333333
JJN,333.3333333333333
DMC,111111.11111111111
ABC,111111.11111111111
ABT,111111.11111111111
GMNA,111111.11111111111
PG,111111.11111111111
HD,111111.11111111111
MPJ,111111.11111111111
KRM,111111.11111111111
SM,111111.11111111111
MZNA,3333.3333333333335
MTFS,3333.3333333333335
NEK,3333.3333333333335
GMNA,23000.0
CCSO,23000.0
NEK,23000.0
MPJ,714.2857142857143
LTSA,714.2857142857143
HD,714.2857142857143
PEP,714.2857142857143
MTFS,714.2857142857143
ALPA,714.2857142857143
NTIC,714.2857142857143
ONH,45000.0
EG,45000.0
ABT,1250.0
MMM,1250.0
ABC,1250.0
AB,1250.0
GS,1666.6666666666667
OCST,1666.6666666666667
MPJ,1666.6666666666667
LTSA,1666.6666666666667
TCA,1666.6666666666667
ALPA,1666.6666666666667
PEP,2200.0
JJN,2200.0
DMC,2200.0
FWC,2200.0
ABC,2200.0
OK,12500.0
EG,12500.0
DMC,12500.0
PEP,12500.0
MTFS,2200.0
EG,2200.0
KRM,2200.0
MMM,2200.0
CCSO,2200.0
ALPA,23000.0
OCST,23000.0
HD,23000.0
LTSA,14666.666666666666
EG,14666.666666666666
AB,14666.666666666666
MTFS,14666.666666666666
DMC,14666.666666666666
PEP,14666.666666666666
TCA,12857.142857142857
MTFS,12857.142857142857
OOGGL,12857.142857142857
LTSA,12857.142857142857
DMC,12857.142857142857
ONH,12857.142857142857
OCST,12857.142857142857
MPJ,333.3333333333333
OCST,333.3333333333333
CCSO,333.3333333333333
DMC,625.0
ONH,625.0
MZNA,625.0
SM,625.0
OK,625.0
ABT,625.0
KRM,625.0
PG,625.0
NTIC,2200.0
CCSO,2200.0
HD,2200.0
TWM,2200.0
OOGGL,2200.0
TWM,5555.555555555556
ABT,5555.555555555556
MPJ,5555.555555555556
ABC,5555.555555555556
EPF,5555.555555555556
TCA,5555.555555555556
OK,5555.555555555556
ONH,5555.555555555556
KRM,5555.555555555556
DMC,10000.0
FWC,10000.0
NTIC,10000.0
AB,10000.0
OCST,10000.0
SM,10000.0
ABC,10000.0
ABT,10000.0
ONH,10000.0
SM,11000.0
CCSO,11000.0
NEK,11000.0
NTIC,11000.0
MZNA,11000.0
EPF,200000.0
FWC,200000.0
MTFS,200000.0
CCSO,200000.0
ONH,200000.0
KRM,2500.0
GMNA,2500.0
ABC,2500.0
NTIC,2500.0
CCSO,166666.66666666666
NEK,166666.66666666666
AB,166666.66666666666
EG,166666.66666666666
