MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID002985,DMC,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,MPJ,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,GMNA,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,MZNA,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,KRM,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,MMM,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002985,LTSA,"$89,552.76","$88,092.48","$18,423.18","$9,017.77","$13,736.30",12.60%,1.1156
MID002986,ALPA,"$50,541.14","$49,490.17","$10,677.26","$4,958.08","$7,921.47",16.40%,0.9873
MID002986,OCST,"$50,541.14","$49,490.17","$10,677.26","$4,958.08","$7,921.47",16.40%,0.9873
MID002986,MZNA,"$50,541.14","$49,490.17","$10,677.26","$4,958.08","$7,921.47",16.40%,0.9873
MID002987,CCSO,"$58,461.19","$56,947.10","$13,104.92","$5,234.39","$9,026.36",14.60%,1.0272
MID002987,OOGGL,"$58,461.19","$56,947.10","$13,104.92","$5,234.39","$9,026.36",14.60%,1.0272
MID002987,JJN,"$58,461.19","$56,947.10","$13,104.92","$5,234.39","$9,026.36",14.60%,1.0272
MID002987,TWM,"$58,461.19","$56,947.10","$13,104.92","$5,234.39","$9,026.36",14.60%,1.0272
MID002988,JJN,"$14,109.77","$13,852.48","$3,033.94","$1,293.16","$2,141.11",16.00%,1.025
MID002988,OOGGL,"$14,109.77","$13,852.48","$3,033.94","$1,293.16","$2,141.11",16.00%,1.025
MID002988,ABC,"$14,109.77","$13,852.48","$3,033.94","$1,293.16","$2,141.11",16.00%,1.025
MID002988,MTFS,"$14,109.77","$13,852.48","$3,033.94","$1,293.16","$2,141.11",16.00%,1.025
MID002988,EG,"$14,109.77","$13,852.48","$3,033.94","$1,293.16","$2,141.11",16.00%,1.025
MID002989,JJN,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,DMC,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,OK,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,TWM,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,FWC,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,MZNA,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,LTSA,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002989,SM,"$12,797.42","$12,551.19","$2,609.99","$1,167.42","$1,922.89",13.20%,1.0718
MID002990,OOGGL,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,OCST,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,AB,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,LTSA,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,NTIC,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,ALPA,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,FWC,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,OK,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002990,TCA,"$14,479.24","$14,212.51","$3,112.21","$1,010.72","$1,709.67",12.00%,1.1179
MID002991,AB,"$62,565.20","$60,962.88","$13,424.16","$5,717.78","$9,580.98",15.40%,1.0105
MID002991,ONH,"$62,565.20","$60,962.88","$13,424.16","$5,717.78","$9,580.98",15.40%,1.0105
MID002991,MZNA,"$62,565.20","$60,962.88","$13,424.16","$5,717.78","$9,580.98",15.40%,1.0105
MID002991,ALPA,"$62,565.20","$60,962.88","$13,424.16","$5,717.78","$9,580.98",15.40%,1.0105
MID002991,ABC,"$62,565.20","$60,962.88","$13,424.16","$5,717.78","$9,580.98",15.40%,1.0105
MID002992,EG,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,HD,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,DMC,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,ONH,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,KRM,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,MTFS,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002992,ABT,"$104,262.95","$101,545.69","$22,787.78","$8,571.25","$14,913.10",12.60%,1.0647
MID002993,MPJ,"$71,804.53","$70,115.44","$15,832.89","$4,733.52","$9,147.97",12.80%,1.0614
MID002993,ONH,"$71,804.53","$70,115.44","$15,832.89","$4,733.52","$9,147.97",12.80%,1.0614
MID002993,MTFS,"$71,804.53","$70,115.44","$15,832.89","$4,733.52","$9,147.97",12.80%,1.0614
MID002994,ABT,"$116,029.55","$113,970.25","$24,527.72","$9,053.40","$15,487.80",12.80%,1.0612
MID002994,KRM,"$116,029.55","$113,970.25","$24,527.72","$9,053.40","$15,487.80",12.80%,1.0612
MID002994,MTFS,"$116,029.55","$113,970.25","$24,527.72","$9,053.40","$15,487.80",12.80%,1.0612
MID002994,EPF,"$116,029.55","$113,970.25","$24,527.72","$9,053.40","$15,487.80",12.80%,1.0612
MID002994,MPJ,"$116,029.55","$113,970.25","$24,527.72","$9,053.40","$15,487.80",12.80%,1.0612
MID002995,ONH,"$70,314.63","$68,209.50","$14,481.38","$5,075.68","$9,017.25",12.80%,1.0575
MID002995,EPF,"$70,314.63","$68,209.50","$14,481.38","$5,075.68","$9,017.25",12.80%,1.0575
MID002995,PG,"$70,314.63","$68,209.50","$14,481.38","$5,075.68","$9,017.25",12.80%,1.0575
MID002996,EG,"$6,388.01","$6,243.87","$1,386.27",$668.86,$955.36,14.20%,1.0013
MID002996,MTFS,"$6,388.01","$6,243.87","$1,386.27",$668.86,$955.36,14.20%,1.0013
MID002997,MPJ,"$6,530.44","$6,404.99","$1,351.05",$426.04,$782.72,10.00%,1.1328
MID002997,OOGGL,"$6,530.44","$6,404.99","$1,351.05",$426.04,$782.72,10.00%,1.1328
MID002997,ONH,"$6,530.44","$6,404.99","$1,351.05",$426.04,$782.72,10.00%,1.1328
MID002997,AB,"$6,530.44","$6,404.99","$1,351.05",$426.04,$782.72,10.00%,1.1328
MID002997,TWM,"$6,530.44","$6,404.99","$1,351.05",$426.04,$782.72,10.00%,1.1328
MID002998,FWC,"$116,994.85","$114,255.48","$25,200.22","$13,110.76","$18,242.55",12.80%,1.0712
MID002998,OCST,"$116,994.85","$114,255.48","$25,200.22","$13,110.76","$18,242.55",12.80%,1.0712
MID002998,JJN,"$116,994.85","$114,255.48","$25,200.22","$13,110.76","$18,242.55",12.80%,1.0712
MID002998,MMM,"$116,994.85","$114,255.48","$25,200.22","$13,110.76","$18,242.55",12.80%,1.0712
MID002998,TCA,"$116,994.85","$114,255.48","$25,200.22","$13,110.76","$18,242.55",12.80%,1.0712
MID002999,OOGGL,"$14,274.11","$14,033.23","$2,874.46",$947.15,"$1,705.97",12.60%,1.139
MID002999,TCA,"$14,274.11","$14,033.23","$2,874.46",$947.15,"$1,705.97",12.60%,1.139
MID002999,HD,"$14,274.11","$14,033.23","$2,874.46",$947.15,"$1,705.97",12.60%,1.139
MID002999,KRM,"$14,274.11","$14,033.23","$2,874.46",$947.15,"$1,705.97",12.60%,1.139
MID003000,PEP,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,JJN,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,MZNA,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,ABC,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,MTFS,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,GS,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003000,ALPA,"$14,086.86","$13,720.30","$2,850.04",$932.04,"$1,506.99",13.80%,1.0831
MID003001,JJN,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003001,NTIC,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003001,TCA,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003001,TWM,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003001,MPJ,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003001,GMNA,"$70,678.06","$68,620.23","$14,776.14","$6,201.51","$9,081.57",13.20%,1.061
MID003002,LTSA,"$63,966.01","$63,640.02","$13,389.41","$5,054.57","$9,509.68",14.40%,1.0431
MID003002,SM,"$63,966.01","$63,640.02","$13,389.41","$5,054.57","$9,509.68",14.40%,1.0431
MID003002,PEP,"$63,966.01","$63,640.02","$13,389.41","$5,054.57","$9,509.68",14.40%,1.0431
MID003003,OK,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003003,ABC,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003003,EPF,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003003,MPJ,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003003,SM,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003003,HD,"$1,283,776.04","$1,269,166.51","$274,373.93","$122,127.86","$173,688.10",15.20%,1.0343
MID003004,MTFS,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,DMC,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,OK,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,MMM,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,EPF,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,KRM,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,ABT,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003004,ALPA,"$6,464.57","$6,337.09","$1,360.43",$572.91,$953.74,13.60%,1.0766
MID003005,JJN,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003005,PG,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003005,MTFS,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003005,SM,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003005,LTSA,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003005,FWC,"$103,769.30","$101,235.63","$21,393.70","$5,247.34","$13,251.24",11.60%,1.111
MID003006,EG,"$70,700.33","$68,634.84","$14,911.93","$6,100.26","$10,369.37",13.00%,1.0529
MID003006,PEP,"$70,700.33","$68,634.84","$14,911.93","$6,100.26","$10,369.37",13.00%,1.0529
MID003006,ONH,"$70,700.33","$68,634.84","$14,911.93","$6,100.26","$10,369.37",13.00%,1.0529
MID003006,SM,"$70,700.33","$68,634.84","$14,911.93","$6,100.26","$10,369.37",13.00%,1.0529
MID003006,MZNA,"$70,700.33","$68,634.84","$14,911.93","$6,100.26","$10,369.37",13.00%,1.0529
MID003007,EG,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,MTFS,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,EPF,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,GMNA,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,TWM,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,CCSO,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,ONH,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003007,MMM,"$115,628.58","$114,945.03","$23,368.24","$10,031.80","$16,007.82",13.00%,1.0967
MID003008,NEK,"$125,733.12","$123,184.74","$25,843.41","$10,827.71","$17,130.58",12.00%,1.1118
MID003008,ONH,"$125,733.12","$123,184.74","$25,843.41","$10,827.71","$17,130.58",12.00%,1.1118
MID003008,MZNA,"$125,733.12","$123,184.74","$25,843.41","$10,827.71","$17,130.58",12.00%,1.1118
MID003008,LTSA,"$125,733.12","$123,184.74","$25,843.41","$10,827.71","$17,130.58",12.00%,1.1118
MID003009,MTFS,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,KRM,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,PEP,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,OOGGL,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,NTIC,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,FWC,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003009,TCA,"$62,970.47","$61,340.81","$13,656.90","$6,544.40","$10,266.28",14.20%,1.023
MID003010,JJN,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003010,EPF,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003010,ALPA,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003010,PG,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003010,EG,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003010,NTIC,"$1,283.24","$1,267.25",$264.28,$85.78,$169.26,13.20%,1.0717
MID003011,FWC,"$64,436.53","$62,619.88","$15,124.75","$5,803.63","$9,958.69",14.20%,0.9545
MID003011,NEK,"$64,436.53","$62,619.88","$15,124.75","$5,803.63","$9,958.69",14.20%,0.9545
MID003011,ALPA,"$64,436.53","$62,619.88","$15,124.75","$5,803.63","$9,958.69",14.20%,0.9545
MID003011,PG,"$64,436.53","$62,619.88","$15,124.75","$5,803.63","$9,958.69",14.20%,0.9545
MID003012,DMC,"$12,767.88","$12,539.89","$2,751.98","$1,172.59","$1,881.44",15.60%,1.0058
MID003012,SM,"$12,767.88","$12,539.89","$2,751.98","$1,172.59","$1,881.44",15.60%,1.0058
MID003012,EG,"$12,767.88","$12,539.89","$2,751.98","$1,172.59","$1,881.44",15.60%,1.0058
MID003012,EPF,"$12,767.88","$12,539.89","$2,751.98","$1,172.59","$1,881.44",15.60%,1.0058
MID003013,MZNA,"$52,075.75","$50,400.73","$11,296.92","$3,859.25","$6,915.61",12.80%,1.0689
MID003013,TCA,"$52,075.75","$50,400.73","$11,296.92","$3,859.25","$6,915.61",12.80%,1.0689
MID003013,MTFS,"$52,075.75","$50,400.73","$11,296.92","$3,859.25","$6,915.61",12.80%,1.0689
MID003013,SM,"$52,075.75","$50,400.73","$11,296.92","$3,859.25","$6,915.61",12.80%,1.0689
MID003013,ABT,"$52,075.75","$50,400.73","$11,296.92","$3,859.25","$6,915.61",12.80%,1.0689
MID003014,KRM,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003014,TCA,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003014,SM,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003014,ABT,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003014,MTFS,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003014,OK,"$57,952.38","$57,010.30","$11,512.20","$3,604.72","$6,670.18",12.40%,1.1251
MID003015,MPJ,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,CCSO,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,KRM,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,PG,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,DMC,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,AB,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,MZNA,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,SM,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003015,JJN,"$89,426.75","$87,182.35","$19,371.81","$7,544.90","$12,372.37",14.40%,1.0545
MID003016,HD,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,GMNA,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,NEK,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,KRM,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,AB,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,ALPA,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,ABT,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,OCST,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003016,ABC,"$88,774.04","$86,628.21","$18,261.02","$6,865.68","$10,514.22",12.20%,1.0829
MID003017,MMM,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003017,PEP,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003017,OOGGL,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003017,LTSA,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003017,NTIC,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003017,HD,"$64,217.03","$63,002.29","$12,893.45","$4,697.14","$7,649.25",13.20%,1.1027
MID003018,OOGGL,"$1,287,013.65","$1,269,881.32","$269,857.97","$116,329.34","$177,102.85",14.40%,1.0636
MID003018,TCA,"$1,287,013.65","$1,269,881.32","$269,857.97","$116,329.34","$177,102.85",14.40%,1.0636
MID003018,EPF,"$1,287,013.65","$1,269,881.32","$269,857.97","$116,329.34","$177,102.85",14.40%,1.0636
MID003018,DMC,"$1,287,013.65","$1,269,881.32","$269,857.97","$116,329.34","$177,102.85",14.40%,1.0636
MID003019,GMNA,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,MMM,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,ALPA,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,JJN,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,PEP,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,LTSA,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003019,AB,"$14,173.28","$13,897.51","$3,112.30","$1,525.15","$2,256.89",15.60%,1.0196
MID003020,MTFS,"$6,500.54","$6,365.63","$1,432.25",$607.48,"$1,041.34",13.80%,1.0477
MID003020,NEK,"$6,500.54","$6,365.63","$1,432.25",$607.48,"$1,041.34",13.80%,1.0477
MID003020,DMC,"$6,500.54","$6,365.63","$1,432.25",$607.48,"$1,041.34",13.80%,1.0477
MID003020,FWC,"$6,500.54","$6,365.63","$1,432.25",$607.48,"$1,041.34",13.80%,1.0477
MID003021,NTIC,"$63,088.63","$61,660.99","$13,911.51","$5,099.58","$9,786.75",14.80%,1.0127
MID003021,EPF,"$63,088.63","$61,660.99","$13,911.51","$5,099.58","$9,786.75",14.80%,1.0127
MID003021,FWC,"$63,088.63","$61,660.99","$13,911.51","$5,099.58","$9,786.75",14.80%,1.0127
MID003021,MPJ,"$63,088.63","$61,660.99","$13,911.51","$5,099.58","$9,786.75",14.80%,1.0127
MID003021,NEK,"$63,088.63","$61,660.99","$13,911.51","$5,099.58","$9,786.75",14.80%,1.0127
MID003022,OK,"$65,371.80","$62,932.60","$14,035.00","$3,619.21","$6,778.26",11.40%,1.0952
MID003022,NEK,"$65,371.80","$62,932.60","$14,035.00","$3,619.21","$6,778.26",11.40%,1.0952
MID003022,JJN,"$65,371.80","$62,932.60","$14,035.00","$3,619.21","$6,778.26",11.40%,1.0952
MID003022,AB,"$65,371.80","$62,932.60","$14,035.00","$3,619.21","$6,778.26",11.40%,1.0952
MID003023,DMC,"$12,957.62","$12,738.25","$2,840.45","$1,304.29","$2,029.82",15.20%,1.0413
MID003023,MPJ,"$12,957.62","$12,738.25","$2,840.45","$1,304.29","$2,029.82",15.20%,1.0413
MID003023,TWM,"$12,957.62","$12,738.25","$2,840.45","$1,304.29","$2,029.82",15.20%,1.0413
MID003023,NTIC,"$12,957.62","$12,738.25","$2,840.45","$1,304.29","$2,029.82",15.20%,1.0413
MID003023,OOGGL,"$12,957.62","$12,738.25","$2,840.45","$1,304.29","$2,029.82",15.20%,1.0413
MID003024,OOGGL,"$71,095.58","$69,989.14","$15,228.86","$7,837.69","$11,734.01",14.40%,1.0569
MID003024,MTFS,"$71,095.58","$69,989.14","$15,228.86","$7,837.69","$11,734.01",14.40%,1.0569
MID003024,NEK,"$71,095.58","$69,989.14","$15,228.86","$7,837.69","$11,734.01",14.40%,1.0569
MID003024,OCST,"$71,095.58","$69,989.14","$15,228.86","$7,837.69","$11,734.01",14.40%,1.0569
MID003024,ABT,"$71,095.58","$69,989.14","$15,228.86","$7,837.69","$11,734.01",14.40%,1.0569
MID003025,JJN,"$14,227.77","$13,991.88","$3,076.34","$1,278.01","$2,053.69",12.80%,1.0492
MID003025,PEP,"$14,227.77","$13,991.88","$3,076.34","$1,278.01","$2,053.69",12.80%,1.0492
MID003025,MZNA,"$14,227.77","$13,991.88","$3,076.34","$1,278.01","$2,053.69",12.80%,1.0492
MID003026,MPJ,"$63,605.86","$62,520.92","$14,012.78","$6,353.01","$10,188.58",12.60%,1.0423
MID003026,ABC,"$63,605.86","$62,520.92","$14,012.78","$6,353.01","$10,188.58",12.60%,1.0423
MID003026,EPF,"$63,605.86","$62,520.92","$14,012.78","$6,353.01","$10,188.58",12.60%,1.0423
MID003027,PG,"$57,928.56","$57,009.77","$12,128.50","$5,292.50","$8,377.20",13.40%,1.066
MID003027,KRM,"$57,928.56","$57,009.77","$12,128.50","$5,292.50","$8,377.20",13.40%,1.066
MID003027,ONH,"$57,928.56","$57,009.77","$12,128.50","$5,292.50","$8,377.20",13.40%,1.066
MID003028,TCA,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,PG,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,OK,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,AB,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,EPF,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,JJN,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,GS,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,NTIC,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003028,LTSA,"$51,506.62","$50,183.54","$10,767.49","$4,157.96","$7,094.32",12.80%,1.0686
MID003029,PG,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,PEP,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,EG,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,OCST,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,LTSA,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,ABC,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,NTIC,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,KRM,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003029,OK,"$62,736.19","$61,377.25","$13,196.19","$4,807.32","$7,673.96",13.60%,1.0409
MID003030,GS,"$6,592.98","$6,444.20","$1,483.35",$596.85,$896.71,13.40%,1.0739
MID003030,TCA,"$6,592.98","$6,444.20","$1,483.35",$596.85,$896.71,13.40%,1.0739
MID003031,ABT,"$64,564.88","$63,047.61","$13,751.65","$4,293.03","$7,752.31",12.40%,1.0591
MID003031,MPJ,"$64,564.88","$63,047.61","$13,751.65","$4,293.03","$7,752.31",12.40%,1.0591
MID003032,MMM,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
MID003032,PG,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
