PORTFOLIO,INITIAL_INVESTMENT_STOCKS,MEMBER_ID
AB,6875.0,MID041476
MZNA,6875.0,MID041476
OCST,6875.0,MID041476
ABT,6875.0,MID041476
ABC,6875.0,MID041476
GS,6875.0,MID041476
SM,6875.0,MID041476
GMNA,833.3333333333334,MID041477
PEP,833.3333333333334,MID041477
NEK,833.3333333333334,MID041477
ABT,833.3333333333334,MID041477
EG,833.3333333333334,MID041477
ABC,833.3333333333334,MID041477
KRM,29333.333333333332,MID041478
PEP,29333.333333333332,MID041478
MTFS,29333.333333333332,MID041478
JJN,7500.0,MID041479
NTIC,7500.0,MID041479
AB,7500.0,MID041479
MMM,7500.0,MID041479
ABC,7500.0,MID041479
EPF,7500.0,MID041479
DMC,17600.0,MID041480
FWC,17600.0,MID041480
HD,17600.0,MID041480
EG,17600.0,MID041480
PG,17600.0,MID041480
HD,32333.333333333332,MID041481
PG,32333.333333333332,MID041481
TWM,32333.333333333332,MID041481
AB,2000.0,MID041482
NTIC,2000.0,MID041482
ABT,2000.0,MID041482
TWM,2000.0,MID041482
FWC,2000.0,MID041482
KRM,10000.0,MID041483
OOGGL,10000.0,MID041483
FWC,10000.0,MID041483
GMNA,10000.0,MID041483
CCSO,20000.0,MID041484
NTIC,20000.0,MID041484
OCST,200000.0,MID041485
TCA,200000.0,MID041485
HD,200000.0,MID041485
NTIC,200000.0,MID041485
AB,200000.0,MID041485
MPJ,3333.3333333333335,MID041486
ABT,3333.3333333333335,MID041486
JJN,3333.3333333333335,MID041486
NTIC,27500.0,MID041487
ALPA,27500.0,MID041487
GMNA,15000.0,MID041488
GS,15000.0,MID041488
ONH,15000.0,MID041488
OOGGL,4444.444444444444,MID041489
AB,4444.444444444444,MID041489
TCA,4444.444444444444,MID041489
EG,4444.444444444444,MID041489
MMM,4444.444444444444,MID041489
MTFS,4444.444444444444,MID041489
CCSO,4444.444444444444,MID041489
PEP,4444.444444444444,MID041489
LTSA,4444.444444444444,MID041489
HD,13750.0,MID041490
TWM,13750.0,MID041490
EG,13750.0,MID041490
MPJ,13750.0,MID041490
KRM,166666.66666666666,MID041491
EG,166666.66666666666,MID041491
NTIC,166666.66666666666,MID041491
PEP,166666.66666666666,MID041491
GS,166666.66666666666,MID041491
ONH,166666.66666666666,MID041491
MZNA,6111.111111111111,MID041492
ONH,6111.111111111111,MID041492
KRM,6111.111111111111,MID041492
PG,6111.111111111111,MID041492
PEP,6111.111111111111,MID041492
NEK,6111.111111111111,MID041492
MTFS,6111.111111111111,MID041492
OOGGL,6111.111111111111,MID041492
EPF,6111.111111111111,MID041492
MTFS,5000.0,MID041493
TCA,5000.0,MID041493
PEP,5000.0,MID041493
ABC,5000.0,MID041493
TWM,5000.0,MID041493
FWC,5000.0,MID041493
JJN,5000.0,MID041493
HD,5000.0,MID041493
MTFS,1833.3333333333333,MID041494
DMC,1833.3333333333333,MID041494
EPF,1833.3333333333333,MID041494
TWM,1833.3333333333333,MID041494
OOGGL,1833.3333333333333,MID041494
KRM,1833.3333333333333,MID041494
EPF,7857.142857142857,MID041495
SM,7857.142857142857,MID041495
MPJ,7857.142857142857,MID041495
OOGGL,7857.142857142857,MID041495
LTSA,7857.142857142857,MID041495
ALPA,7857.142857142857,MID041495
MMM,7857.142857142857,MID041495
PG,1571.4285714285713,MID041496
MPJ,1571.4285714285713,MID041496
CCSO,1571.4285714285713,MID041496
TWM,1571.4285714285713,MID041496
ALPA,1571.4285714285713,MID041496
KRM,1571.4285714285713,MID041496
FWC,1571.4285714285713,MID041496
ONH,9166.666666666666,MID041497
PEP,9166.666666666666,MID041497
MPJ,9166.666666666666,MID041497
GMNA,9166.666666666666,MID041497
TWM,9166.666666666666,MID041497
JJN,9166.666666666666,MID041497
EPF,142857.14285714287,MID041498
TCA,142857.14285714287,MID041498
CCSO,142857.14285714287,MID041498
GMNA,142857.14285714287,MID041498
MZNA,142857.14285714287,MID041498
SM,142857.14285714287,MID041498
ABT,142857.14285714287,MID041498
JJN,833.3333333333334,MID041499
EPF,833.3333333333334,MID041499
SM,833.3333333333334,MID041499
KRM,833.3333333333334,MID041499
MPJ,833.3333333333334,MID041499
MZNA,833.3333333333334,MID041499
TWM,200000.0,MID041500
LTSA,200000.0,MID041500
FWC,200000.0,MID041500
GS,200000.0,MID041500
NEK,200000.0,MID041500
JJN,48500.0,MID041501
ABC,48500.0,MID041501
ONH,2750.0,MID041502
EG,2750.0,MID041502
MZNA,2750.0,MID041502
MPJ,2750.0,MID041502
MZNA,12250.0,MID041503
NTIC,12250.0,MID041503
ONH,12250.0,MID041503
OCST,12250.0,MID041503
GS,22500.0,MID041504
PEP,22500.0,MID041504
ONH,22500.0,MID041504
TCA,22500.0,MID041504
FWC,166.66666666666666,MID041505
GMNA,166.66666666666666,MID041505
OCST,166.66666666666666,MID041505
ONH,166.66666666666666,MID041505
JJN,166.66666666666666,MID041505
ALPA,166.66666666666666,MID041505
PEP,125.0,MID041506
TWM,125.0,MID041506
LTSA,125.0,MID041506
EG,125.0,MID041506
PG,125.0,MID041506
ONH,125.0,MID041506
ABC,125.0,MID041506
OOGGL,125.0,MID041506
ABT,16666.666666666668,MID041507
OOGGL,16666.666666666668,MID041507
ABC,16666.666666666668,MID041507
CCSO,2000.0,MID041508
LTSA,2000.0,MID041508
OCST,2000.0,MID041508
ABC,2000.0,MID041508
NTIC,2000.0,MID041508
HD,1666.6666666666667,MID041509
JJN,1666.6666666666667,MID041509
ABT,1666.6666666666667,MID041509
OK,44000.0,MID041510
CCSO,44000.0,MID041510
GMNA,12571.42857142857,MID041511
JJN,12571.42857142857,MID041511
OOGGL,12571.42857142857,MID041511
SM,12571.42857142857,MID041511
FWC,12571.42857142857,MID041511
GS,12571.42857142857,MID041511
PEP,12571.42857142857,MID041511
HD,142857.14285714287,MID041512
PG,142857.14285714287,MID041512
OK,142857.14285714287,MID041512
DMC,142857.14285714287,MID041512
EG,142857.14285714287,MID041512
GS,142857.14285714287,MID041512
CCSO,142857.14285714287,MID041512
ONH,10000.0,MID041513
GS,10000.0,MID041513
MPJ,10000.0,MID041513
NTIC,10000.0,MID041513
ALPA,10000.0,MID041513
OK,12125.0,MID041514
MMM,12125.0,MID041514
MZNA,12125.0,MID041514
KRM,12125.0,MID041514
GMNA,12125.0,MID041514
LTSA,12125.0,MID041514
NTIC,12125.0,MID041514
TWM,12125.0,MID041514
EG,18333.333333333332,MID041515
OOGGL,18333.333333333332,MID041515
PG,18333.333333333332,MID041515
SM,26666.666666666668,MID041516
JJN,26666.666666666668,MID041516
EPF,26666.666666666668,MID041516
EPF,13333.333333333334,MID041517
DMC,13333.333333333334,MID041517
TCA,13333.333333333334,MID041517
HD,6666.666666666667,MID041518
EG,6666.666666666667,MID041518
ALPA,6666.666666666667,MID041518
NTIC,6666.666666666667,MID041518
LTSA,6666.666666666667,MID041518
SM,6666.666666666667,MID041518
EG,17250.0,MID041519
CCSO,17250.0,MID041519
TWM,17250.0,MID041519
JJN,17250.0,MID041519
ONH,11500.0,MID041520
AB,11500.0,MID041520
MZNA,11500.0,MID041520
NTIC,11500.0,MID041520
TCA,11500.0,MID041520
GMNA,11500.0,MID041520
EG,2200.0,MID041521
NEK,2200.0,MID041521
MMM,2200.0,MID041521
OOGGL,2200.0,MID041521
ALPA,2200.0,MID041521
PG,15000.0,MID041522
NEK,15000.0,MID041522
DMC,15000.0,MID041522
MPJ,15000.0,MID041522
MMM,15000.0,MID041522
EPF,15000.0,MID041522
EG,13750.0,MID041523
SM,13750.0,MID041523
KRM,13750.0,MID041523
MPJ,13750.0,MID041523
SM,2500.0,MID041524
JJN,2500.0,MID041524
PG,2500.0,MID041524
FWC,2500.0,MID041524
MMM,2200.0,MID041525
JJN,2200.0,MID041525
SM,2200.0,MID041525
EG,2200.0,MID041525
FWC,2200.0,MID041525
GS,111111.11111111111,MID041526
OK,111111.11111111111,MID041526
FWC,111111.11111111111,MID041526
EG,111111.11111111111,MID041526
LTSA,111111.11111111111,MID041526
JJN,111111.11111111111,MID041526
MTFS,111111.11111111111,MID041526
OOGGL,111111.11111111111,MID041526
ONH,111111.11111111111,MID041526
OOGGL,8166.666666666667,MID041527
FWC,8166.666666666667,MID041527
GMNA,8166.666666666667,MID041527
OCST,8166.666666666667,MID041527
DMC,8166.666666666667,MID041527
NEK,8166.666666666667,MID041527
MTFS,19400.0,MID041528
OK,19400.0,MID041528
LTSA,19400.0,MID041528
OCST,19400.0,MID041528
ABT,19400.0,MID041528
NEK,7000.0,MID041529
MPJ,7000.0,MID041529
AB,7000.0,MID041529
EPF,7000.0,MID041529
FWC,7000.0,MID041529
JJN,7000.0,MID041529
TCA,7000.0,MID041529
CCSO,10000.0,MID041530
TWM,10000.0,MID041530
TCA,10000.0,MID041530
OK,10000.0,MID041530
NTIC,10000.0,MID041530
OCST,10000.0,MID041530
ABT,10000.0,MID041530
EPF,10000.0,MID041530
PG,10000.0,MID041530
FWC,1833.3333333333333,MID041531
MTFS,1833.3333333333333,MID041531
MPJ,1833.3333333333333,MID041531
MZNA,1833.3333333333333,MID041531
TCA,1833.3333333333333,MID041531
NTIC,1833.3333333333333,MID041531
MPJ,111.11111111111111,MID041532
GMNA,111.11111111111111,MID041532
NTIC,111.11111111111111,MID041532
MTFS,111.11111111111111,MID041532
ABT,111.11111111111111,MID041532
MZNA,111.11111111111111,MID041532
OCST,111.11111111111111,MID041532
NEK,111.11111111111111,MID041532
ALPA,111.11111111111111,MID041532
JJN,13857.142857142857,MID041533
MMM,13857.142857142857,MID041533
GMNA,13857.142857142857,MID041533
MPJ,13857.142857142857,MID041533
AB,13857.142857142857,MID041533
OOGGL,13857.142857142857,MID041533
ABT,13857.142857142857,MID041533
LTSA,12250.0,MID041534
GMNA,12250.0,MID041534
EPF,12250.0,MID041534
HD,12250.0,MID041534
KRM,3333.3333333333335,MID041535
ABC,3333.3333333333335,MID041535
DMC,3333.3333333333335,MID041535
TWM,5555.555555555556,MID041536
KRM,5555.555555555556,MID041536
EG,5555.555555555556,MID041536
MZNA,5555.555555555556,MID041536
GMNA,5555.555555555556,MID041536
GS,5555.555555555556,MID041536
TCA,5555.555555555556,MID041536
HD,5555.555555555556,MID041536
ABT,5555.555555555556,MID041536
MPJ,9166.666666666666,MID041537
ALPA,9166.666666666666,MID041537
GS,9166.666666666666,MID041537
MMM,9166.666666666666,MID041537
PG,9166.666666666666,MID041537
JJN,9166.666666666666,MID041537
ABC,200000.0,MID041538
LTSA,200000.0,MID041538
ALPA,200000.0,MID041538
SM,200000.0,MID041538
EPF,200000.0,MID041538
PEP,500000.0,MID041539
HD,500000.0,MID041539
ABT,166.66666666666666,MID041540
MTFS,166.66666666666666,MID041540
OK,166.66666666666666,MID041540
OOGGL,166.66666666666666,MID041540
MPJ,166.66666666666666,MID041540
TCA,166.66666666666666,MID041540
ONH,30000.0,MID041541
DMC,30000.0,MID041541
FWC,30000.0,MID041541
AB,32333.333333333332,MID041542
OCST,32333.333333333332,MID041542
EPF,32333.333333333332,MID041542
OOGGL,333333.3333333333,MID041543
PG,333333.3333333333,MID041543
OK,333333.3333333333,MID041543
NEK,166666.66666666666,MID041544
FWC,166666.66666666666,MID041544
SM,166666.66666666666,MID041544
ONH,166666.66666666666,MID041544
GS,166666.66666666666,MID041544
MMM,166666.66666666666,MID041544
OCST,8333.333333333334,MID041545
MPJ,8333.333333333334,MID041545
HD,8333.333333333334,MID041545
ABC,8333.333333333334,MID041545
FWC,8333.333333333334,MID041545
AB,8333.333333333334,MID041545
ONH,111111.11111111111,MID041546
ABC,111111.11111111111,MID041546
ABT,111111.11111111111,MID041546
NEK,111111.11111111111,MID041546
TWM,111111.11111111111,MID041546
CCSO,111111.11111111111,MID041546
OK,111111.11111111111,MID041546
TCA,111111.11111111111,MID041546
AB,111111.11111111111,MID041546
ALPA,45000.0,MID041547
MZNA,45000.0,MID041547
OK,1571.4285714285713,MID041548
PEP,1571.4285714285713,MID041548
MZNA,1571.4285714285713,MID041548
SM,1571.4285714285713,MID041548
OCST,1571.4285714285713,MID041548
LTSA,1571.4285714285713,MID041548
NTIC,1571.4285714285713,MID041548
TWM,15000.0,MID041549
CCSO,15000.0,MID041549
MPJ,15000.0,MID041549
FWC,15000.0,MID041549
NEK,15000.0,MID041549
JJN,15000.0,MID041549
CCSO,1000.0,MID041550
ABC,1000.0,MID041550
MTFS,1000.0,MID041550
FWC,1000.0,MID041550
MMM,1000.0,MID041550
EG,22000.0,MID041551
PG,22000.0,MID041551
OOGGL,22000.0,MID041551
MPJ,22000.0,MID041551
MTFS,12500.0,MID041552
CCSO,12500.0,MID041552
GMNA,12500.0,MID041552
TWM,12500.0,MID041552
ABT,5000.0,MID041553
PG,5000.0,MID041553
ALPA,9166.666666666666,MID041554
TCA,9166.666666666666,MID041554
EG,9166.666666666666,MID041554
ONH,9166.666666666666,MID041554
OOGGL,9166.666666666666,MID041554
HD,9166.666666666666,MID041554
PEP,500000.0,MID041555
SM,500000.0,MID041555
ABC,6111.111111111111,MID041556
PEP,6111.111111111111,MID041556
HD,6111.111111111111,MID041556
MPJ,6111.111111111111,MID041556
EG,6111.111111111111,MID041556
JJN,6111.111111111111,MID041556
CCSO,6111.111111111111,MID041556
GMNA,6111.111111111111,MID041556
OOGGL,6111.111111111111,MID041556
EPF,7000.0,MID041557
MTFS,7000.0,MID041557
MMM,7000.0,MID041557
DMC,7000.0,MID041557
TCA,7000.0,MID041557
NEK,7000.0,MID041557
PG,7000.0,MID041557
HD,12571.42857142857,MID041558
TCA,12571.42857142857,MID041558
TWM,12571.42857142857,MID041558
NEK,12571.42857142857,MID041558
PEP,12571.42857142857,MID041558
CCSO,12571.42857142857,MID041558
OK,12571.42857142857,MID041558
ABT,10777.777777777777,MID041559
MZNA,10777.777777777777,MID041559
FWC,10777.777777777777,MID041559
KRM,10777.777777777777,MID041559
JJN,10777.777777777777,MID041559
OOGGL,10777.777777777777,MID041559
ONH,10777.777777777777,MID041559
MPJ,10777.777777777777,MID041559
ALPA,10777.777777777777,MID041559
ALPA,23000.0,MID041560
TWM,23000.0,MID041560
NTIC,23000.0,MID041560
HD,19400.0,MID041561
EG,19400.0,MID041561
FWC,19400.0,MID041561
AB,19400.0,MID041561
SM,19400.0,MID041561
PEP,10000.0,MID041562
ABT,10000.0,MID041562
JJN,10000.0,MID041562
TWM,10000.0,MID041562
GMNA,10000.0,MID041562
NEK,10000.0,MID041562
HD,10000.0,MID041562
TCA,10000.0,MID041562
MTFS,10000.0,MID041562
TCA,714.2857142857143,MID041563
PEP,714.2857142857143,MID041563
MTFS,714.2857142857143,MID041563
NTIC,714.2857142857143,MID041563
OOGGL,714.2857142857143,MID041563
EG,714.2857142857143,MID041563
DMC,714.2857142857143,MID041563
AB,4444.444444444444,MID041564
MZNA,4444.444444444444,MID041564
TWM,4444.444444444444,MID041564
PG,4444.444444444444,MID041564
KRM,4444.444444444444,MID041564
ABT,4444.444444444444,MID041564
GMNA,4444.444444444444,MID041564
EPF,4444.444444444444,MID041564
ONH,4444.444444444444,MID041564
HD,7142.857142857143,MID041565
PG,7142.857142857143,MID041565
MTFS,7142.857142857143,MID041565
JJN,7142.857142857143,MID041565
ALPA,7142.857142857143,MID041565
PEP,7142.857142857143,MID041565
ABT,7142.857142857143,MID041565
CCSO,10000.0,MID041566
ALPA,10000.0,MID041566
OK,10000.0,MID041566
HD,10000.0,MID041566
PEP,9000.0,MID041567
ABC,9000.0,MID041567
PG,9000.0,MID041567
DMC,9000.0,MID041567
NEK,9000.0,MID041567
KRM,250.0,MID041568
GS,250.0,MID041568
EG,250.0,MID041568
MPJ,250.0,MID041568
NEK,166666.66666666666,MID041569
PG,166666.66666666666,MID041569
ALPA,166666.66666666666,MID041569
KRM,166666.66666666666,MID041569
MPJ,166666.66666666666,MID041569
TCA,166666.66666666666,MID041569
TCA,3333.3333333333335,MID041570
EPF,3333.3333333333335,MID041570
PEP,3333.3333333333335,MID041570
MTFS,20000.0,MID041571
PG,20000.0,MID041571
NEK,20000.0,MID041571
DMC,20000.0,MID041571
NEK,11250.0,MID041572
EG,11250.0,MID041572
MTFS,11250.0,MID041572
ALPA,11250.0,MID041572
GS,11250.0,MID041572
PEP,11250.0,MID041572
GMNA,11250.0,MID041572
OOGGL,11250.0,MID041572
NEK,333333.3333333333,MID041573
MTFS,333333.3333333333,MID041573
HD,333333.3333333333,MID041573
EPF,45000.0,MID041574
DMC,45000.0,MID041574
ABT,9000.0,MID041575
SM,9000.0,MID041575
LTSA,9000.0,MID041575
OCST,9000.0,MID041575
OK,9000.0,MID041575
EPF,40000.0,MID041576
ONH,40000.0,MID041576
NEK,20000.0,MID041577
JJN,20000.0,MID041577
CCSO,20000.0,MID041577
ABT,20000.0,MID041577
TWM,1375.0,MID041578
GS,1375.0,MID041578
EPF,1375.0,MID041578
KRM,1375.0,MID041578
SM,1375.0,MID041578
FWC,1375.0,MID041578
DMC,1375.0,MID041578
JJN,1375.0,MID041578
GMNA,2500.0,MID041579
PEP,2500.0,MID041579
CCSO,2500.0,MID041579
MPJ,2500.0,MID041579
MPJ,9800.0,MID041580
CCSO,9800.0,MID041580
GMNA,9800.0,MID041580
JJN,9800.0,MID041580
AB,9800.0,MID041580
DMC,12500.0,MID041581
EPF,12500.0,MID041581
KRM,12500.0,MID041581
ONH,12500.0,MID041581
ONH,11250.0,MID041582
NEK,11250.0,MID041582
MMM,11250.0,MID041582
SM,11250.0,MID041582
KRM,2500.0,MID041583
OK,2500.0,MID041583
FWC,2500.0,MID041583
ABT,2500.0,MID041583
MPJ,6428.571428571428,MID041584
OOGGL,6428.571428571428,MID041584
ONH,6428.571428571428,MID041584
EG,6428.571428571428,MID041584
LTSA,6428.571428571428,MID041584
OCST,6428.571428571428,MID041584
PG,6428.571428571428,MID041584
OK,2200.0,MID041585
ALPA,2200.0,MID041585
TWM,2200.0,MID041585
PG,2200.0,MID041585
EG,2200.0,MID041585
TWM,23000.0,MID041586
PEP,23000.0,MID041586
GS,23000.0,MID041586
OCST,10000.0,MID041587
TCA,10000.0,MID041587
CCSO,10000.0,MID041587
GMNA,10000.0,MID041587
AB,15000.0,MID041588
MZNA,15000.0,MID041588
MPJ,15000.0,MID041588
CCSO,15000.0,MID041588
HD,15000.0,MID041588
LTSA,15000.0,MID041588
TWM,111111.11111111111,MID041589
MTFS,111111.11111111111,MID041589
AB,111111.11111111111,MID041589
ONH,111111.11111111111,MID041589
OOGGL,111111.11111111111,MID041589
EPF,111111.11111111111,MID041589
MPJ,111111.11111111111,MID041589
SM,111111.11111111111,MID041589
OCST,111111.11111111111,MID041589
KRM,45000.0,MID041590
HD,45000.0,MID041590
DMC,34500.0,MID041591
OK,34500.0,MID041591
ALPA,20000.0,MID041592
HD,20000.0,MID041592
SM,12250.0,MID041593
NEK,12250.0,MID041593
AB,12250.0,MID041593
PEP,12250.0,MID041593
TWM,7500.0,MID041594
NEK,7500.0,MID041594
EPF,7500.0,MID041594
FWC,7500.0,MID041594
OK,7500.0,MID041594
HD,7500.0,MID041594
MZNA,8000.0,MID041595
CCSO,8000.0,MID041595
OCST,8000.0,MID041595
ABC,8000.0,MID041595
MMM,8000.0,MID041595
MPJ,16666.666666666668,MID041596
OCST,16666.666666666668,MID041596
GMNA,16666.666666666668,MID041596
PEP,13750.0,MID041597
TCA,13750.0,MID041597
LTSA,13750.0,MID041597
EPF,13750.0,MID041597
PG,333333.3333333333,MID041598
HD,333333.3333333333,MID041598
EG,333333.3333333333,MID041598
MPJ,166.66666666666666,MID041599
HD,166.66666666666666,MID041599
NEK,166.66666666666666,MID041599
FWC,166.66666666666666,MID041599
MMM,166.66666666666666,MID041599
ONH,166.66666666666666,MID041599
FWC,7666.666666666667,MID041600
MPJ,7666.666666666667,MID041600
EG,7666.666666666667,MID041600
HD,7666.666666666667,MID041600
ONH,7666.666666666667,MID041600
JJN,7666.666666666667,MID041600
PEP,7666.666666666667,MID041600
OK,7666.666666666667,MID041600
NTIC,7666.666666666667,MID041600
MMM,1833.3333333333333,MID041601
CCSO,1833.3333333333333,MID041601
EPF,1833.3333333333333,MID041601
ABC,1833.3333333333333,MID041601
EG,1833.3333333333333,MID041601
DMC,1833.3333333333333,MID041601
GS,12500.0,MID041602
HD,12500.0,MID041602
ALPA,12500.0,MID041602
JJN,12500.0,MID041602
SM,20000.0,MID041603
MTFS,20000.0,MID041603
ABT,20000.0,MID041603
PG,20000.0,MID041603
MZNA,9000.0,MID041604
KRM,9000.0,MID041604
OK,9000.0,MID041604
CCSO,9000.0,MID041604
EG,9000.0,MID041604
EPF,26666.666666666668,MID041605
KRM,26666.666666666668,MID041605
EG,26666.666666666668,MID041605
ONH,30000.0,MID041606
SM,30000.0,MID041606
OCST,30000.0,MID041606
OOGGL,1375.0,MID041607
ALPA,1375.0,MID041607
TWM,1375.0,MID041607
KRM,1375.0,MID041607
ONH,1375.0,MID041607
OK,1375.0,MID041607
DMC,1375.0,MID041607
FWC,1375.0,MID041607
OOGGL,5500.0,MID041608
ALPA,5500.0,MID041608
DMC,9777.777777777777,MID041609
GMNA,9777.777777777777,MID041609
AB,9777.777777777777,MID041609
MTFS,9777.777777777777,MID041609
CCSO,9777.777777777777,MID041609
SM,9777.777777777777,MID041609
KRM,9777.777777777777,MID041609
MZNA,9777.777777777777,MID041609
NTIC,9777.777777777777,MID041609
KRM,1571.4285714285713,MID041610
MZNA,1571.4285714285713,MID041610
OK,1571.4285714285713,MID041610
HD,1571.4285714285713,MID041610
PG,1571.4285714285713,MID041610
AB,1571.4285714285713,MID041610
ONH,1571.4285714285713,MID041610
MPJ,25000.0,MID041611
SM,25000.0,MID041611
LTSA,1666.6666666666667,MID041612
NTIC,1666.6666666666667,MID041612
NEK,1666.6666666666667,MID041612
ALPA,333.3333333333333,MID041613
MTFS,333.3333333333333,MID041613
CCSO,333.3333333333333,MID041613
ABT,15000.0,MID041614
MTFS,15000.0,MID041614
EG,15000.0,MID041614
OOGGL,1833.3333333333333,MID041615
JJN,1833.3333333333333,MID041615
PEP,1833.3333333333333,MID041615
MMM,1833.3333333333333,MID041615
EG,1833.3333333333333,MID041615
MTFS,1833.3333333333333,MID041615
AB,200000.0,MID041616
OOGGL,200000.0,MID041616
TCA,200000.0,MID041616
LTSA,200000.0,MID041616
DMC,200000.0,MID041616
GS,22000.0,MID041617
JJN,22000.0,MID041617
MTFS,22000.0,MID041617
TCA,22000.0,MID041617
MZNA,19400.0,MID041618
GMNA,19400.0,MID041618
NEK,19400.0,MID041618
GS,19400.0,MID041618
CCSO,19400.0,MID041618
NTIC,142857.14285714287,MID041619
MTFS,142857.14285714287,MID041619
ALPA,142857.14285714287,MID041619
EG,142857.14285714287,MID041619
TCA,142857.14285714287,MID041619
OCST,142857.14285714287,MID041619
OK,142857.14285714287,MID041619
AB,19400.0,MID041620
NTIC,19400.0,MID041620
EG,19400.0,MID041620
ALPA,19400.0,MID041620
TWM,19400.0,MID041620
GS,125000.0,MID041621
PG,125000.0,MID041621
GMNA,125000.0,MID041621
NEK,125000.0,MID041621
MZNA,125000.0,MID041621
DMC,125000.0,MID041621
OOGGL,125000.0,MID041621
OCST,125000.0,MID041621
DMC,3666.6666666666665,MID041622
SM,3666.6666666666665,MID041622
MMM,3666.6666666666665,MID041622
HD,17600.0,MID041623
MMM,17600.0,MID041623
TCA,17600.0,MID041623
ABC,17600.0,MID041623
DMC,17600.0,MID041623
ONH,6666.666666666667,MID041624
OCST,6666.666666666667,MID041624
ALPA,6666.666666666667,MID041624
AB,6666.666666666667,MID041624
LTSA,6666.666666666667,MID041624
MMM,6666.666666666667,MID041624
HD,2750.0,MID041625
ABC,2750.0,MID041625
LTSA,2750.0,MID041625
JJN,2750.0,MID041625
OCST,11500.0,MID041626
ALPA,11500.0,MID041626
MZNA,11500.0,MID041626
PEP,11500.0,MID041626
LTSA,11500.0,MID041626
HD,11500.0,MID041626
MZNA,166.66666666666666,MID041627
ALPA,166.66666666666666,MID041627
DMC,166.66666666666666,MID041627
LTSA,166.66666666666666,MID041627
MTFS,166.66666666666666,MID041627
FWC,166.66666666666666,MID041627
ALPA,500000.0,MID041628
TWM,500000.0,MID041628
TWM,125.0,MID041629
ABC,125.0,MID041629
KRM,125.0,MID041629
LTSA,125.0,MID041629
SM,125.0,MID041629
MTFS,125.0,MID041629
OCST,125.0,MID041629
PEP,125.0,MID041629
EG,15000.0,MID041630
TCA,15000.0,MID041630
NTIC,15000.0,MID041630
OOGGL,17600.0,MID041631
SM,17600.0,MID041631
MMM,17600.0,MID041631
EG,17600.0,MID041631
DMC,17600.0,MID041631
GMNA,500000.0,MID041632
PG,500000.0,MID041632
DMC,15000.0,MID041633
OOGGL,15000.0,MID041633
NTIC,15000.0,MID041633
MMM,12571.42857142857,MID041634
TCA,12571.42857142857,MID041634
OOGGL,12571.42857142857,MID041634
FWC,12571.42857142857,MID041634
PEP,12571.42857142857,MID041634
MTFS,12571.42857142857,MID041634
OK,12571.42857142857,MID041634
MTFS,9000.0,MID041635
HD,9000.0,MID041635
ONH,9000.0,MID041635
AB,9000.0,MID041635
TCA,9000.0,MID041635
ONH,200000.0,MID041636
AB,200000.0,MID041636
SM,200000.0,MID041636
HD,200000.0,MID041636
MPJ,200000.0,MID041636
EG,6111.111111111111,MID041637
ABT,6111.111111111111,MID041637
HD,6111.111111111111,MID041637
TWM,6111.111111111111,MID041637
MTFS,6111.111111111111,MID041637
DMC,6111.111111111111,MID041637
PG,6111.111111111111,MID041637
ALPA,6111.111111111111,MID041637
PEP,6111.111111111111,MID041637
NTIC,10000.0,MID041638
TWM,10000.0,MID041638
HD,10000.0,MID041638
GS,10000.0,MID041638
FWC,10000.0,MID041638
OK,1666.6666666666667,MID041639
OOGGL,1666.6666666666667,MID041639
EG,1666.6666666666667,MID041639
ABT,166666.66666666666,MID041640
HD,166666.66666666666,MID041640
MZNA,166666.66666666666,MID041640
GS,166666.66666666666,MID041640
PEP,166666.66666666666,MID041640
OCST,166666.66666666666,MID041640
OOGGL,2000.0,MID041641
OK,2000.0,MID041641
OCST,2000.0,MID041641
PG,2000.0,MID041641
DMC,2000.0,MID041641
OK,7666.666666666667,MID041642
MMM,7666.666666666667,MID041642
EPF,7666.666666666667,MID041642
MZNA,7666.666666666667,MID041642
NEK,7666.666666666667,MID041642
ONH,7666.666666666667,MID041642
PEP,7666.666666666667,MID041642
GMNA,7666.666666666667,MID041642
NTIC,7666.666666666667,MID041642
MMM,166666.66666666666,MID041643
PEP,166666.66666666666,MID041643
DMC,166666.66666666666,MID041643
CCSO,166666.66666666666,MID041643
HD,166666.66666666666,MID041643
MPJ,166666.66666666666,MID041643
OCST,1833.3333333333333,MID041644
GS,1833.3333333333333,MID041644
ALPA,1833.3333333333333,MID041644
PG,1833.3333333333333,MID041644
CCSO,1833.3333333333333,MID041644
MZNA,1833.3333333333333,MID041644
GS,13750.0,MID041645
MZNA,13750.0,MID041645
FWC,13750.0,MID041645
NEK,13750.0,MID041645
EG,10000.0,MID041646
TWM,10000.0,MID041646
JJN,10000.0,MID041646
OK,10000.0,MID041646
KRM,1666.6666666666667,MID041647
PG,1666.6666666666667,MID041647
SM,1666.6666666666667,MID041647
DMC,1666.6666666666667,MID041647
AB,1666.6666666666667,MID041647
PEP,1666.6666666666667,MID041647
GS,9800.0,MID041648
NTIC,9800.0,MID041648
FWC,9800.0,MID041648
NEK,9800.0,MID041648
ABT,9800.0,MID041648
GS,19400.0,MID041649
PEP,19400.0,MID041649
FWC,19400.0,MID041649
ABC,19400.0,MID041649
CCSO,19400.0,MID041649
AB,25000.0,MID041650
CCSO,25000.0,MID041650
NEK,14666.666666666666,MID041651
ALPA,14666.666666666666,MID041651
OK,14666.666666666666,MID041651
OCST,14666.666666666666,MID041651
