MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID046556,"$107,414.17","$105,816.63","$22,286.95","$12,393.57","$21,079.94",19.80%,0.8711
MID046557,"$12,451.24","$12,340.86","$2,753.96","$1,451.71","$2,166.00",18.20%,0.8901
MID046558,"$1,228,528.64","$1,210,481.18","$247,416.83","$139,760.32","$215,085.93",15.40%,0.9237
MID046559,"$85,263.68","$83,655.29","$18,370.78","$10,648.35","$15,705.26",17.80%,0.8853
MID046560,"$108,528.84","$106,439.02","$22,300.82","$12,276.49","$18,374.38",21.20%,0.8309
MID046561,"$1,235.54","$1,216.87",$251.45,$129.55,$183.08,17.80%,0.9367
MID046562,"$60,043.13","$58,958.55","$12,445.60","$6,813.58","$10,282.45",18.40%,0.8873
MID046563,"$111,808.27","$109,144.18","$23,466.89","$12,178.35","$18,821.78",17.20%,0.9293
MID046564,"$107,928.69","$106,048.16","$22,942.63","$13,812.87","$18,916.89",20.20%,0.8686
MID046565,"$55,957.38","$54,484.03","$12,012.63","$6,724.36","$9,867.29",16.40%,0.9122
MID046566,"$13,475.82","$13,201.18","$2,711.00","$1,387.86","$2,245.28",17.80%,0.9132
MID046567,"$109,554.05","$106,906.11","$24,236.40","$13,438.16","$20,796.35",18.80%,0.8893
MID046568,"$85,032.91","$83,120.36","$16,982.64","$9,006.75","$13,405.70",16.80%,0.9441
MID046569,"$13,332.84","$13,092.25","$2,742.85","$1,860.01","$2,414.27",20.40%,0.8505
MID046570,"$13,209.44","$13,019.89","$2,682.05","$1,800.40","$2,405.79",21.80%,0.8238
MID046571,"$1,232,566.16","$1,201,083.02","$269,182.71","$134,404.88","$209,435.89",19.80%,0.8640
MID046572,"$108,609.51","$106,451.26","$22,601.99","$10,180.56","$17,462.76",18.40%,0.9118
MID046573,"$13,622.51","$13,184.07","$2,762.32","$1,277.60","$2,172.67",18.00%,0.9494
MID046574,"$12,248.99","$12,084.56","$2,664.88","$1,661.40","$2,519.53",19.40%,0.8439
MID046575,"$61,431.75","$60,024.05","$13,516.12","$7,599.35","$11,675.41",19.40%,0.8458
MID046576,"$49,086.46","$47,992.72","$10,255.71","$5,161.77","$8,415.08",18.80%,0.8860
MID046577,"$54,747.17","$53,542.82","$11,875.47","$6,568.79","$9,812.19",22.00%,0.8208
MID046578,"$13,510.72","$13,273.29","$3,022.05","$1,794.06","$2,659.01",22.40%,0.8308
MID046579,"$48,141.76","$46,691.07","$9,798.98","$5,863.26","$8,286.45",20.80%,0.8309
MID046580,"$13,621.21","$13,391.56","$2,925.77","$1,591.80","$2,388.38",17.60%,0.8959
MID046581,"$1,234,586.48","$1,209,365.91","$246,956.76","$129,445.31","$196,245.37",17.00%,0.9499
MID046582,"$13,515.56","$13,227.27","$3,103.50","$2,113.65","$2,783.04",22.80%,0.8106
MID046583,"$13,651.54","$13,341.46","$2,915.43","$1,562.45","$2,383.01",17.40%,0.9095
MID046584,"$48,914.06","$48,316.15","$10,289.84","$5,709.19","$8,961.94",21.00%,0.8663
MID046585,"$54,896.00","$52,962.39","$11,776.41","$7,658.66","$10,491.56",19.60%,0.8403
MID046586,"$49,469.14","$48,503.22","$11,070.43","$6,823.35","$9,901.56",19.40%,0.8554
MID046587,"$49,112.81","$47,365.69","$10,325.61","$5,632.78","$8,280.34",16.80%,0.8825
MID046588,"$12,223.94","$11,914.85","$2,564.60","$1,462.07","$2,094.43",18.40%,0.8672
MID046589,"$1,243.46","$1,214.79",$253.33,$138.03,$192.49,15.00%,0.9610
MID046590,"$98,339.47","$96,082.46","$21,297.40","$11,382.54","$16,934.02",18.80%,0.8611
MID046591,"$6,258.84","$6,066.70","$1,348.91",$613.49,$972.86,17.60%,0.9332
MID046592,"$110,148.40","$107,179.25","$23,728.45","$12,961.72","$20,322.27",19.00%,0.8491
MID046593,"$61,861.58","$61,361.45","$12,560.45","$7,351.40","$10,521.81",18.00%,0.9444
MID046594,"$1,233,886.69","$1,205,635.69","$255,014.80","$124,206.31","$185,099.97",17.40%,0.9171
MID046595,"$119,491.83","$117,091.11","$23,754.78","$12,325.87","$17,923.54",18.20%,0.9468
MID046596,"$98,593.31","$97,083.11","$20,950.12","$14,128.01","$18,182.79",19.40%,0.8875
MID046597,"$61,056.13","$60,297.45","$11,808.49","$5,341.18","$8,620.64",15.80%,1.0210
MID046598,"$68,774.05","$67,187.70","$14,739.77","$7,691.58","$11,201.20",15.60%,0.9345
MID046599,"$61,038.42","$59,715.43","$12,428.76","$5,726.86","$8,470.61",16.80%,0.9686
MID046600,"$1,227,247.87","$1,191,788.29","$264,408.52","$159,487.93","$229,414.68",18.40%,0.8595
MID046601,"$1,208.83","$1,192.77",$240.47,$139.38,$204.08,20.80%,0.8684
MID046602,"$60,872.96","$59,859.46","$13,562.15","$7,612.98","$10,536.14",20.60%,0.8017
MID046603,"$1,260,377.39","$1,217,333.13","$273,388.81","$127,871.58","$194,334.15",17.60%,0.9524
MID046604,"$1,231.12","$1,187.26",$262.58,$136.11,$230.97,18.60%,0.8802
MID046605,"$61,260.20","$59,623.17","$13,526.15","$8,279.83","$12,187.38",20.80%,0.8325
MID046606,"$60,092.57","$59,697.78","$12,103.63","$8,223.74","$10,800.54",17.60%,0.9165
MID046607,"$111,828.04","$107,385.08","$25,201.78","$12,154.29","$17,119.88",16.60%,0.8661
MID046608,"$49,081.37","$47,784.30","$10,108.50","$4,635.93","$7,963.78",16.60%,0.8984
MID046609,"$12,355.89","$12,167.49","$2,511.89","$1,328.96","$2,069.18",17.40%,0.9379
MID046610,"$12,152.63","$11,895.95","$2,442.19","$1,236.53","$2,030.17",17.80%,0.8814
MID046611,"$1,204,921.93","$1,178,694.17","$248,221.79","$158,109.46","$215,917.38",21.60%,0.8256
MID046612,"$12,311.45","$11,995.30","$2,490.18","$1,301.60","$2,019.76",17.20%,0.9282
MID046613,"$111,597.24","$109,650.95","$23,588.73","$10,768.52","$16,633.73",18.20%,0.9156
MID046614,"$67,477.34","$65,848.04","$14,250.79","$7,631.38","$12,706.33",18.00%,0.8756
MID046615,"$12,482.78","$12,203.17","$2,542.59","$1,101.52","$1,731.47",17.20%,0.9765
MID046616,"$110,624.61","$108,168.80","$23,901.27","$12,623.62","$17,505.18",20.20%,0.8629
MID046617,"$60,910.78","$59,779.09","$12,217.13","$5,603.69","$8,680.62",16.80%,0.9749
MID046618,"$62,635.03","$61,417.58","$13,012.82","$6,051.91","$10,812.51",14.20%,0.9710
MID046619,"$60,404.72","$59,714.94","$12,007.70","$6,564.76","$10,024.07",16.60%,0.9498
MID046620,"$111,395.75","$109,326.14","$22,343.90","$10,213.11","$15,955.05",17.00%,0.9576
MID046621,"$107,048.80","$105,967.42","$21,658.70","$13,506.79","$19,571.74",18.40%,0.8795
MID046622,"$109,310.07","$104,890.29","$23,391.44","$10,315.44","$15,355.84",17.00%,0.9110
MID046623,"$119,292.47","$116,315.92","$24,390.29","$13,442.13","$19,659.65",15.80%,0.9140
MID046624,"$6,263.00","$6,087.83","$1,293.71",$608.84,$941.28,16.40%,0.9763
MID046625,"$55,558.58","$54,685.11","$11,564.75","$5,285.53","$9,133.45",19.20%,0.9130
MID046626,"$1,226,942.61","$1,197,339.52","$265,342.03","$128,710.44","$200,120.95",19.40%,0.8553
MID046627,"$109,320.12","$106,529.53","$23,076.22","$13,326.68","$20,888.82",20.20%,0.8372
MID046628,"$1,234,905.64","$1,217,373.94","$264,307.04","$160,279.07","$218,651.24",18.60%,0.8888
MID046629,"$98,675.81","$95,895.36","$21,138.90","$11,746.23","$16,866.73",19.20%,0.8835
MID046630,"$67,753.89","$66,170.94","$13,375.14","$6,327.75","$10,759.77",16.00%,0.9536
MID046631,"$85,215.37","$83,811.57","$17,953.04","$11,792.31","$15,788.19",16.80%,0.9032
MID046632,"$54,635.07","$53,838.47","$11,056.21","$6,726.24","$10,500.59",19.00%,0.8715
MID046633,"$12,299.47","$12,013.60","$2,537.66","$1,376.45","$1,955.89",18.20%,0.9061
MID046634,"$48,992.72","$47,997.77","$10,595.70","$6,525.23","$9,411.21",19.20%,0.8487
MID046635,"$59,917.87","$57,953.97","$13,405.40","$7,981.48","$11,814.92",19.20%,0.8144
MID046636,"$1,226,357.91","$1,213,902.27","$263,356.45","$168,598.51","$240,430.19",20.20%,0.8595
MID046637,"$67,262.44","$66,812.95","$13,654.30","$8,347.45","$11,354.14",20.40%,0.8981
MID046638,"$48,347.28","$47,272.79","$9,492.19","$6,019.14","$8,419.10",20.60%,0.8794
MID046639,"$1,219,240.82","$1,185,814.70","$250,376.82","$129,939.27","$200,626.15",18.40%,0.8756
MID046640,"$60,573.94","$60,538.75","$12,034.48","$7,137.15","$10,702.37",16.40%,0.9617
MID046641,"$13,347.51","$12,994.13","$2,677.82","$1,523.94","$2,100.17",19.60%,0.8766
MID046642,"$6,139.72","$6,031.56","$1,240.48",$746.79,"$1,091.28",17.80%,0.9188
MID046643,"$59,841.70","$58,377.80","$12,231.43","$6,921.78","$10,587.15",19.40%,0.8864
MID046644,"$13,815.19","$13,486.09","$2,865.22","$1,135.64","$1,980.84",16.20%,0.9825
MID046645,"$109,785.85","$106,569.16","$23,479.36","$12,084.07","$17,637.67",16.60%,0.9279
MID046646,"$6,153.98","$6,015.95","$1,244.97",$645.80,$955.54,17.80%,0.9269
MID046647,"$12,268.92","$12,039.53","$2,424.47","$1,140.53","$1,654.67",17.20%,0.9358
MID046648,"$13,561.03","$13,255.21","$2,979.31","$1,736.30","$2,599.46",19.00%,0.8596
MID046649,"$48,807.77","$48,202.79","$9,852.82","$5,570.77","$7,922.88",20.40%,0.8939
MID046650,"$83,934.18","$81,698.45","$16,651.76","$8,413.50","$13,541.56",19.20%,0.8969
MID046651,"$13,555.92","$13,284.35","$2,843.57","$1,343.34","$2,217.32",18.20%,0.8988
MID046652,"$60,149.22","$58,548.80","$13,008.30","$6,487.81","$10,952.99",18.80%,0.8571
MID046653,"$1,238,617.46","$1,219,505.65","$253,169.61","$139,775.09","$205,279.58",16.60%,0.9425
MID046654,"$6,202.83","$6,025.24","$1,198.51",$395.55,$770.93,14.80%,1.0036
MID046655,"$110,942.88","$108,369.74","$23,824.67","$11,260.82","$18,669.18",16.40%,0.9630
MID046656,"$118,179.29","$115,451.81","$24,231.94","$14,183.70","$19,012.31",18.80%,0.8740
MID046657,"$1,221,246.77","$1,194,351.09","$251,497.37","$153,226.41","$193,791.14",19.20%,0.8797
MID046658,"$120,065.84","$118,603.11","$23,960.16","$14,501.08","$20,174.40",17.40%,0.9627
MID046659,"$1,211,685.00","$1,184,123.75","$240,532.12","$115,078.74","$196,908.16",20.40%,0.8801
MID046660,"$111,574.83","$109,208.35","$23,102.74","$13,086.97","$20,304.04",16.00%,0.9339
MID046661,"$1,244.67","$1,207.95",$267.81,$137.30,$208.60,16.80%,0.9136
MID046662,"$120,033.99","$116,692.96","$24,405.87","$11,227.82","$19,073.07",17.60%,0.9438
MID046663,"$1,235,416.21","$1,208,546.06","$252,999.95","$149,328.82","$204,392.98",18.40%,0.9305
MID046664,"$13,388.93","$13,034.06","$2,829.51","$1,469.51","$2,446.20",21.00%,0.8443
MID046665,"$12,461.02","$12,238.55","$2,561.54","$1,332.15","$2,185.20",15.80%,0.9608
MID046666,"$48,917.46","$47,653.90","$10,087.98","$5,025.25","$7,726.21",20.60%,0.8840
MID046667,"$13,668.82","$13,347.88","$2,778.12","$1,413.99","$2,067.12",16.60%,0.9607
MID046668,"$98,366.38","$94,805.82","$20,958.60","$14,341.37","$18,548.53",17.20%,0.8763
MID046669,"$1,207.07","$1,179.42",$239.45,$125.45,$188.81,18.60%,0.8648
MID046670,"$67,583.79","$65,854.92","$14,237.79","$8,221.43","$11,457.30",16.80%,0.8838
MID046671,"$60,913.67","$59,993.82","$12,728.44","$6,081.31","$9,977.30",15.60%,0.9360
MID046672,"$60,852.24","$58,752.25","$13,056.58","$6,623.32","$10,010.83",16.40%,0.9078
MID046673,"$60,959.43","$60,405.14","$12,805.77","$7,268.72","$9,485.41",19.40%,0.9339
MID046674,"$59,646.73","$58,226.15","$12,295.31","$7,267.15","$10,639.03",17.80%,0.8659
MID046675,"$61,613.97","$59,757.50","$12,721.51","$5,799.47","$9,909.68",16.60%,0.9129
MID046676,"$13,749.25","$13,403.71","$3,001.01","$1,573.73","$2,638.53",16.80%,0.9161
MID046677,"$118,841.95","$116,152.30","$23,634.36","$9,865.81","$18,363.64",16.00%,0.9242
MID046678,"$12,259.05","$12,118.23","$2,520.15","$1,536.88","$2,100.88",19.60%,0.8964
MID046679,"$1,234,577.10","$1,218,593.96","$267,593.68","$188,609.79","$250,622.98",18.40%,0.8766
MID046680,"$59,987.66","$58,988.85","$12,228.23","$7,121.86","$10,131.48",20.40%,0.8985
MID046681,"$6,114.39","$5,976.84","$1,219.37",$557.06,$958.91,16.20%,0.9139
MID046682,"$13,388.95","$13,166.19","$2,772.75","$1,562.09","$2,235.03",19.80%,0.8616
MID046683,"$13,550.92","$13,262.45","$2,768.10","$1,565.98","$2,450.11",17.80%,0.9215
MID046684,"$55,426.51","$53,547.48","$12,007.00","$6,485.41","$9,252.71",18.80%,0.8684
MID046685,"$59,528.86","$58,222.87","$12,086.42","$6,425.28","$9,161.81",19.00%,0.8711
MID046686,"$6,093.99","$5,949.45","$1,315.42",$886.58,"$1,165.54",19.60%,0.8317
MID046687,"$48,743.40","$47,981.42","$9,480.15","$6,014.85","$8,676.43",17.80%,0.9223
MID046688,"$1,214,185.81","$1,178,243.78","$261,151.52","$143,032.52","$210,759.70",22.00%,0.8202
MID046689,"$60,124.94","$59,344.23","$12,674.00","$7,029.66","$11,302.60",19.80%,0.8778
MID046690,"$82,480.04","$81,092.55","$17,584.90","$12,097.80","$17,493.54",23.80%,0.7666
MID046691,"$1,234,965.08","$1,209,280.15","$249,566.67","$136,823.19","$212,985.73",17.80%,0.9415
MID046692,"$60,895.21","$59,204.75","$12,539.85","$6,906.29","$10,406.05",18.00%,0.8688
MID046693,"$13,515.25","$13,171.82","$2,874.71","$1,651.36","$2,450.52",18.60%,0.8750
MID046694,"$6,177.23","$6,035.00","$1,276.03",$712.82,"$1,137.16",16.00%,0.9226
MID046695,"$118,443.31","$114,673.27","$24,714.85","$14,998.42","$21,338.79",18.80%,0.8676
MID046696,"$13,737.63","$13,482.76","$2,902.47","$1,622.92","$2,388.22",18.20%,0.9432
MID046697,"$1,223.46","$1,199.11",$246.95,$153.49,$253.19,16.80%,0.9049
MID046698,"$13,422.55","$13,167.81","$2,687.63","$1,514.55","$2,107.03",16.80%,0.9014
MID046699,"$111,056.17","$109,183.19","$23,085.62","$13,155.94","$18,986.74",18.80%,0.9121
MID046700,"$49,841.00","$49,060.76","$10,169.59","$5,136.13","$7,166.96",16.80%,0.9677
MID046701,"$49,207.44","$48,116.85","$10,317.29","$5,815.38","$8,815.14",15.60%,0.8924
MID046702,"$116,857.42","$114,859.58","$23,938.58","$13,784.74","$20,616.09",19.40%,0.8295
MID046703,"$6,097.00","$5,973.12","$1,265.65",$698.02,"$1,017.82",20.60%,0.8667
MID046704,"$49,014.62","$48,282.30","$10,419.59","$6,678.34","$9,017.72",19.60%,0.8652
MID046705,"$6,094.92","$5,951.97","$1,263.32",$667.77,"$1,142.47",19.60%,0.8667
MID046706,"$6,150.81","$5,974.85","$1,337.03",$703.75,"$1,043.78",19.20%,0.8607
MID046707,"$108,334.31","$107,221.23","$22,131.15","$12,484.32","$17,952.07",19.40%,0.9188
MID046708,"$60,224.94","$59,376.55","$12,458.08","$6,950.44","$10,674.14",18.00%,0.9010
MID046709,"$12,275.68","$12,071.91","$2,549.37","$1,471.61","$2,081.36",18.40%,0.8926
MID046710,"$1,237,475.39","$1,202,517.64","$279,166.44","$160,107.78","$253,625.23",18.40%,0.8507
MID046711,"$12,316.61","$12,150.18","$2,472.29","$1,402.42","$2,126.64",17.80%,0.9370
MID046712,"$54,953.88","$54,278.41","$11,342.86","$7,458.69","$10,415.44",19.80%,0.8775
MID046713,"$13,400.42","$13,067.98","$2,904.94","$1,602.98","$2,448.25",21.80%,0.8263
MID046714,"$62,119.05","$60,462.20","$13,047.05","$7,023.93","$9,646.70",17.80%,0.9289
MID046715,"$1,240,720.20","$1,213,629.54","$265,059.96","$125,624.13","$206,207.01",19.00%,0.9082
MID046716,"$1,232.54","$1,205.68",$257.78,$141.28,$204.61,17.20%,0.9021
MID046717,"$54,325.47","$52,988.66","$11,327.23","$6,475.02","$10,462.96",20.80%,0.8233
MID046718,"$83,532.09","$82,178.81","$17,229.07","$10,873.37","$15,700.30",19.00%,0.8435
MID046719,"$112,274.68","$110,015.90","$24,710.02","$12,394.33","$17,381.69",20.00%,0.9014
MID046720,"$97,573.73","$97,048.54","$20,433.11","$12,254.81","$18,304.95",20.20%,0.8601
MID046721,"$1,214,468.57","$1,208,563.94","$249,142.37","$155,781.81","$231,788.78",19.80%,0.8608
MID046722,"$1,240.89","$1,208.03",$275.25,$159.25,$229.52,18.20%,0.8752
MID046723,"$1,230.73","$1,205.58",$256.38,$129.37,$200.06,17.80%,0.9000
MID046724,"$1,230,825.41","$1,199,427.16","$271,286.60","$145,673.17","$221,090.92",19.80%,0.8509
MID046725,"$98,043.16","$96,969.75","$19,793.20","$10,885.95","$15,570.72",19.20%,0.9116
MID046726,"$100,442.03","$97,933.56","$21,257.84","$11,199.18","$16,998.59",15.80%,0.9616
MID046727,"$1,242.12","$1,212.20",$259.15,$121.64,$198.91,17.20%,0.9343
MID046728,"$13,635.46","$13,305.17","$2,900.59","$1,458.29","$2,017.32",19.20%,0.9086
MID046729,"$1,224,414.46","$1,211,431.96","$239,374.36","$124,107.09","$204,630.15",17.20%,0.9375
MID046730,"$61,311.48","$59,252.18","$12,964.31","$6,528.07","$10,699.28",18.40%,0.8725
MID046731,"$84,531.17","$83,316.17","$16,786.67","$9,192.94","$13,842.48",17.40%,0.9252
MID046732,"$55,771.45","$53,968.97","$11,463.25","$6,198.29","$8,962.68",16.80%,0.9397
MID046733,"$6,091.96","$5,949.76","$1,250.46",$757.41,"$1,024.69",19.80%,0.8732
MID046734,"$60,558.53","$59,668.31","$12,586.49","$7,397.20","$11,509.17",15.80%,0.9183
MID046735,"$85,889.07","$83,582.66","$18,129.94","$11,707.17","$16,154.72",17.00%,0.9316
MID046736,"$12,403.51","$12,055.24","$2,654.21","$1,292.08","$2,040.54",18.20%,0.9055
MID046737,"$49,066.10","$47,721.36","$10,583.63","$6,635.31","$9,227.31",18.80%,0.8566
MID046738,"$1,265,644.94","$1,245,207.12","$274,302.80","$151,355.08","$212,107.77",16.20%,0.9684
MID046739,"$84,658.18","$82,840.76","$17,944.02","$8,728.44","$14,351.74",19.20%,0.8726
MID046740,"$6,160.21","$6,068.28","$1,275.12",$686.38,"$1,058.70",19.00%,0.9099
MID046741,"$110,144.88","$109,889.16","$23,075.68","$13,319.93","$18,705.17",22.80%,0.8730
MID046742,"$110,076.85","$107,287.17","$22,998.28","$13,156.97","$18,871.78",20.00%,0.8730
MID046743,"$55,362.51","$54,548.77","$11,574.95","$6,368.94","$9,167.47",19.20%,0.8953
MID046744,"$59,239.20","$57,422.80","$12,477.56","$7,103.99","$10,681.51",19.40%,0.8206
MID046745,"$6,107.28","$5,991.63","$1,276.52",$769.49,"$1,090.78",21.20%,0.8674
MID046746,"$109,233.79","$106,729.51","$21,719.17","$11,594.56","$17,111.59",15.00%,0.9777
MID046747,"$84,643.50","$83,272.34","$17,609.31","$11,227.26","$14,962.58",18.60%,0.8884
MID046748,"$13,320.45","$12,930.35","$2,881.10","$1,912.54","$2,633.77",20.00%,0.8054
MID046749,"$49,642.33","$48,169.66","$10,636.59","$5,810.20","$8,534.70",17.80%,0.9065
MID046750,"$109,323.33","$107,037.04","$23,425.38","$12,520.30","$19,131.68",17.00%,0.9103
MID046751,"$109,652.02","$107,813.26","$23,483.49","$14,656.40","$20,071.41",17.00%,0.9220
MID046752,"$54,419.56","$54,207.69","$11,072.82","$7,068.27","$10,285.71",21.80%,0.8507
MID046753,"$1,248.06","$1,225.66",$256.17,$133.40,$220.57,16.20%,0.9683
MID046754,"$1,243,231.04","$1,208,039.91","$276,668.07","$154,263.93","$207,550.99",19.60%,0.8791
MID046755,"$48,808.75","$48,153.73","$11,135.22","$6,147.50","$9,205.67",22.20%,0.7911
MID046756,"$117,643.81","$115,892.65","$23,366.83","$14,137.78","$20,848.62",18.80%,0.8835
MID046757,"$110,177.12","$107,632.19","$24,100.73","$13,676.47","$19,879.71",19.40%,0.8372
MID046758,"$85,492.38","$83,314.12","$18,101.69","$9,151.38","$13,674.43",18.60%,0.9111
MID046759,"$85,110.25","$83,399.13","$17,214.11","$9,375.97","$13,302.43",16.80%,0.9359
MID046760,"$84,813.92","$82,463.92","$18,129.57","$9,177.21","$14,904.45",17.40%,0.8723
MID046761,"$84,422.91","$81,351.08","$18,090.52","$11,970.31","$16,692.94",17.20%,0.8525
MID046762,"$56,052.09","$55,073.16","$11,743.89","$4,957.09","$8,497.49",16.00%,0.9411
MID046763,"$13,561.30","$13,267.16","$2,829.06","$1,425.65","$2,309.42",20.20%,0.9054
MID046764,"$1,232.52","$1,205.40",$257.28,$159.86,$218.13,18.00%,0.9038
MID046765,"$1,217,777.09","$1,175,717.44","$257,670.68","$148,538.89","$217,520.65",21.00%,0.8452
MID046766,"$1,217,395.84","$1,206,130.43","$238,283.14","$140,499.01","$195,789.70",19.00%,0.9123
MID046767,"$99,683.01","$96,688.78","$22,371.52","$10,387.47","$14,814.96",20.00%,0.8798
MID046768,"$12,276.95","$11,969.79","$2,655.37","$1,653.30","$2,138.70",20.40%,0.8575
MID046769,"$6,171.06","$6,068.37","$1,252.83",$698.40,"$1,056.09",15.20%,0.9347
MID046770,"$109,189.34","$107,666.00","$22,220.77","$10,719.95","$16,421.50",18.80%,0.9536
MID046771,"$120,996.54","$118,791.41","$24,787.42","$10,867.78","$17,971.72",17.20%,0.9681
MID046772,"$110,685.17","$108,451.50","$23,646.32","$13,764.34","$18,542.64",19.60%,0.8748
MID046773,"$99,644.23","$97,499.91","$21,865.73","$11,530.98","$16,223.65",18.20%,0.8984
MID046774,"$67,508.04","$66,136.23","$13,579.16","$7,899.25","$11,888.46",16.00%,0.9211
MID046775,"$1,221.24","$1,193.11",$252.24,$154.90,$210.26,19.00%,0.8771
MID046776,"$48,911.96","$48,009.44","$9,847.77","$5,621.27","$8,195.87",19.40%,0.9050
MID046777,"$1,238,969.72","$1,224,363.43","$257,026.01","$138,851.12","$220,818.61",18.20%,0.9297
MID046778,"$98,905.49","$96,517.67","$20,756.11","$10,916.75","$14,190.69",18.80%,0.9108
MID046779,"$55,244.14","$53,619.31","$10,879.15","$6,258.12","$8,024.21",15.20%,0.9416
MID046780,"$112,464.96","$108,970.36","$23,682.75","$9,681.11","$16,488.84",17.00%,0.9486
MID046781,"$84,128.57","$83,028.57","$16,979.22","$10,088.00","$15,216.93",20.20%,0.8910
MID046782,"$84,694.83","$82,520.76","$17,498.23","$10,206.32","$14,040.93",17.60%,0.8969
MID046783,"$1,238,207.81","$1,210,636.53","$269,729.81","$130,838.19","$209,419.11",18.60%,0.8831
MID046784,"$6,121.66","$5,992.49","$1,298.14",$776.87,"$1,089.63",19.40%,0.8641
MID046785,"$1,229,579.92","$1,211,061.92","$267,603.92","$163,248.46","$225,095.25",20.40%,0.8579
MID046786,"$120,160.34","$116,536.82","$25,046.98","$12,588.10","$18,858.62",17.00%,0.9247
MID046787,"$55,434.99","$54,506.89","$11,870.30","$7,237.78","$9,853.10",17.40%,0.8791
MID046788,"$84,727.33","$81,800.05","$18,152.62","$9,091.82","$14,402.53",19.00%,0.8664
MID046789,"$1,226.39","$1,186.44",$267.58,$145.75,$206.82,20.20%,0.8461
MID046790,"$97,035.69","$95,690.05","$19,585.53","$10,201.21","$17,800.62",19.60%,0.8698
MID046791,"$111,039.72","$109,371.11","$23,406.71","$15,432.28","$19,372.94",19.80%,0.8989
MID046792,"$13,436.77","$13,205.97","$2,827.86","$1,854.77","$2,580.52",20.40%,0.8617
MID046793,"$13,365.53","$13,041.46","$2,799.07","$1,458.93","$2,162.19",20.80%,0.8451
MID046794,"$12,060.10","$11,886.21","$2,466.74","$1,389.42","$2,188.56",22.00%,0.8352
MID046795,"$61,612.44","$60,741.41","$13,076.48","$6,447.87","$11,991.31",18.20%,0.8880
MID046796,"$1,234,240.89","$1,210,125.37","$260,836.66","$132,517.54","$216,969.76",18.80%,0.8980
MID046797,"$62,294.89","$61,095.97","$13,644.63","$7,541.41","$10,560.17",19.00%,0.9011
MID046798,"$61,455.58","$59,318.62","$13,392.58","$8,535.63","$11,072.43",19.80%,0.8554
MID046799,"$97,850.98","$95,779.12","$21,468.75","$13,143.89","$18,258.19",20.20%,0.8315
MID046800,"$1,217,213.39","$1,191,077.31","$256,982.92","$155,444.21","$207,006.01",21.80%,0.8452
MID046801,"$1,232.68","$1,211.20",$257.49,$158.80,$218.79,15.80%,0.9037
MID046802,"$108,761.16","$104,626.69","$23,550.12","$10,864.29","$19,022.14",17.20%,0.8816
MID046803,"$107,555.14","$104,425.55","$22,228.11","$11,554.82","$19,675.96",19.80%,0.8797
MID046804,"$67,690.75","$65,148.01","$14,611.78","$7,384.51","$10,777.29",19.60%,0.8685
MID046805,"$12,424.17","$12,167.76","$2,600.34","$1,161.23","$1,930.84",17.40%,0.9323
MID046806,"$97,886.43","$97,591.82","$20,438.66","$13,209.46","$18,738.12",19.80%,0.8751
MID046807,"$13,436.70","$13,135.74","$2,963.10","$1,851.84","$2,467.67",21.20%,0.8223
MID046808,"$1,235,998.19","$1,212,625.08","$254,893.56","$134,109.31","$199,943.75",16.40%,0.9259
MID046809,"$1,220,246.24","$1,189,522.55","$251,130.50","$135,134.59","$207,032.65",17.80%,0.8770
MID046810,"$60,490.97","$59,227.04","$12,385.82","$6,578.90","$10,520.25",18.60%,0.9278
MID046811,"$49,238.47","$48,361.26","$10,496.93","$6,565.19","$9,690.20",19.40%,0.8801
MID046812,"$12,166.04","$11,893.34","$2,476.78","$1,386.73","$2,034.83",19.00%,0.8745
MID046813,"$6,254.06","$6,084.75","$1,296.58",$510.41,$920.29,14.00%,0.9672
MID046814,"$107,999.50","$105,891.86","$22,503.90","$12,093.63","$20,989.13",18.00%,0.8887
MID046815,"$112,389.79","$109,285.64","$25,008.49","$12,211.49","$18,053.61",18.40%,0.8953
MID046816,"$48,902.38","$47,444.51","$10,196.91","$5,318.14","$7,326.11",19.20%,0.8730
MID046817,"$84,385.44","$81,747.49","$17,949.15","$8,643.49","$12,951.42",18.60%,0.8572
MID046818,"$6,104.68","$5,938.63","$1,264.40",$688.66,"$1,061.64",18.80%,0.8737
MID046819,"$1,228,191.40","$1,191,223.92","$277,323.19","$157,550.78","$207,415.56",21.40%,0.8228
MID046820,"$62,135.44","$60,484.89","$13,168.57","$6,505.83","$10,865.58",15.80%,0.9215
MID046821,"$107,355.12","$104,676.21","$24,590.29","$13,700.91","$20,255.02",24.20%,0.7871
MID046822,"$119,853.12","$117,605.24","$24,000.56","$13,451.32","$21,265.93",16.20%,0.9522
MID046823,"$97,502.36","$96,434.93","$19,457.15","$12,456.73","$18,531.34",16.80%,0.8995
MID046824,"$6,111.64","$6,039.32","$1,221.45",$656.75,"$1,053.32",18.40%,0.9101
MID046825,"$108,044.35","$104,947.73","$22,939.81","$13,123.82","$19,486.65",17.60%,0.8738
MID046826,"$96,646.02","$93,683.54","$20,105.12","$11,334.65","$17,675.92",20.60%,0.8279
MID046827,"$84,496.25","$83,882.21","$16,642.68","$10,449.83","$15,106.55",14.20%,0.9311
